PRD_NBR,PERIOD,prc_lb,prc_ub
145177041,3,5,12.5
145177041,4,5,12.5
145177041,99,1.88,10.63
145177051,1,5,12.5
145177051,2,5,12.5
145177051,3,5,12.5
145177051,4,5,12.5
145177051,99,1.88,10.63
145183111,1,5.98,14.94
145183111,2,5.98,14.94
145183111,99,2.24,12.7
145183121,1,5.98,14.94
145183121,2,5.98,14.94
145183121,99,2.24,12.7
145183131,1,5.98,14.94
145183131,2,5.98,14.94
145183131,3,5.98,14.94
145183131,4,5.98,14.94
145183131,99,2.24,12.7
145183141,1,5.98,14.94
145183141,2,5.98,14.94
145183141,3,5.98,14.94
145183141,4,5.98,14.94
145183141,99,2.24,12.7
145688081,1,9.98,24.94
145688081,2,9.98,24.94
145688081,3,9.98,24.94
145688081,4,9.98,24.94
145688081,99,3.74,21.2
145688141,1,9.98,24.94
145688141,2,9.98,24.94
145688141,3,9.98,24.94
145688141,4,9.98,24.94
145688141,99,3.74,21.2
145688151,1,9.98,24.94
145688151,2,9.98,24.94
145688151,3,9.98,24.94
145688151,4,9.98,24.94
145688171,1,9.98,24.94
145688171,2,9.98,24.94
145688171,3,9.98,24.94
145688171,4,9.98,24.94
145688181,1,9.98,24.94
145688181,2,9.98,24.94
145688181,3,9.98,24.94
145688181,4,9.98,24.94
145688181,99,3.74,21.2
145912011,1,11.98,29.94
145912011,2,11.98,29.94
145912011,3,11.98,29.94
145912011,4,11.98,29.94
145912021,1,11.98,29.94
145912021,2,11.98,29.94
145912021,3,11.98,29.94
145912021,4,11.98,29.94
145912021,99,4.49,25.45
145969001,1,6.78,16.94
145969001,2,6.78,16.94
145969001,3,6.78,16.94
145969001,99,2.54,14.4
145969031,1,6.78,16.94
145969031,2,6.78,16.94
145969031,3,6.78,16.94
145969031,4,6.78,16.94
145969031,99,2.54,14.4
145969041,1,6.78,16.94
145969041,2,6.78,16.94
145969041,3,6.78,16.94
145969041,4,6.78,16.94
145969041,99,2.54,14.4
145969051,1,6.78,16.94
145969051,2,6.78,16.94
145969051,3,6.78,16.94
145969051,4,6.78,16.94
145969051,99,2.54,14.4
146527031,1,6.78,16.94
146527031,2,6.78,16.94
146527031,99,2.54,14.4
146527061,1,6.78,16.94
146527061,2,6.78,16.94
146527061,3,6.78,16.94
146527061,4,6.78,16.94
146527061,99,2.54,14.4
146562051,1,10.78,26.94
146562051,2,10.78,26.94
146562051,99,4.04,22.9
146801021,1,11.98,29.94
146801021,2,11.98,29.94
146801021,3,11.98,29.94
146801021,4,11.98,29.94
146801021,99,4.49,25.45
146801031,1,11.98,29.94
146801031,2,11.98,29.94
146801031,99,4.49,25.45
146801041,1,11.98,29.94
146801041,2,11.98,29.94
146801041,3,11.98,29.94
146801041,4,11.98,29.94
146801041,99,4.49,25.45
146801061,1,11.98,29.94
146801061,2,11.98,29.94
146801061,3,11.98,29.94
146801061,4,11.98,29.94
146801061,99,4.49,25.45
146801071,1,11.98,29.94
146801071,2,11.98,29.94
146801071,3,11.98,29.94
146801071,4,11.98,29.94
146801071,99,4.49,25.45
146801081,1,11.98,29.94
146801081,2,11.98,29.94
146801081,3,11.98,29.94
146801081,4,11.98,29.94
146801081,99,4.49,25.45
146806001,1,3.18,7.94
146806001,2,3.18,7.94
146806001,3,3.18,7.94
146806001,4,3.18,7.94
146806001,99,1.19,6.75
146806031,1,3.18,7.94
146806031,2,3.18,7.94
146806031,3,3.18,7.94
146806031,4,3.18,7.94
146806031,99,1.19,6.75
146806041,1,3.18,7.94
146806041,2,3.18,7.94
146806051,1,3.18,7.94
146806051,2,3.18,7.94
146806051,3,3.18,7.94
146806051,4,3.18,7.94
146806051,99,1.19,6.75
146806061,1,3.18,7.94
146806061,2,3.18,7.94
146806061,3,3.18,7.94
146806061,4,3.18,7.94
146806061,99,1.19,6.75
146806071,1,3.18,7.94
146806071,2,3.18,7.94
146806071,3,3.18,7.94
146806071,4,3.18,7.94
146806071,99,1.19,6.75
146806091,1,3.18,7.94
146806091,2,3.18,7.94
146806091,3,3.18,7.94
146806091,4,3.18,7.94
146806091,99,1.19,6.75
146806181,1,3.18,7.94
146806181,2,3.18,7.94
146806181,3,3.18,7.94
146806181,4,3.18,7.94
146806181,99,1.19,6.75
146806191,1,3.18,7.94
146806191,2,3.18,7.94
146806191,3,3.18,7.94
146806191,4,3.18,7.94
146806191,99,1.19,6.75
146806201,1,3.18,7.94
146806201,2,3.18,7.94
146806201,3,3.18,7.94
146806201,4,3.18,7.94
146806201,99,1.19,6.75
146806211,1,3.18,7.94
146806211,2,3.18,7.94
146806211,3,3.18,7.94
146806211,4,3.18,7.94
146806211,99,1.19,6.75
146806221,1,3.18,7.94
146806221,2,3.18,7.94
146806221,3,3.18,7.94
146806221,4,3.18,7.94
146806221,99,1.19,6.75
146811001,1,3.18,7.94
146811001,2,3.18,7.94
146811001,3,3.18,7.94
146811001,4,3.18,7.94
146811001,99,1.19,6.75
146811011,1,3.18,7.94
146811011,2,3.18,7.94
146811011,3,3.18,7.94
146811011,4,3.18,7.94
146811011,99,1.19,6.75
146811021,1,3.18,7.94
146811021,2,3.18,7.94
146811021,3,3.18,7.94
146811021,4,3.18,7.94
146811021,99,1.19,6.75
146811031,1,3.18,7.94
146811031,2,3.18,7.94
146811031,3,3.18,7.94
146811031,4,3.18,7.94
146811031,99,1.19,6.75
146811041,1,3.18,7.94
146811041,2,3.18,7.94
146811041,3,3.18,7.94
146811041,4,3.18,7.94
146811041,99,1.19,6.75
146811061,1,3.18,7.94
146811061,2,3.18,7.94
146811061,3,3.18,7.94
146811061,4,3.18,7.94
146811061,99,1.19,6.75
146811071,1,3.18,7.94
146811071,2,3.18,7.94
146811071,3,3.18,7.94
146811071,4,3.18,7.94
146811071,99,1.19,6.75
146813011,1,3.98,9.94
146813011,2,3.98,9.94
146813011,3,3.98,9.94
146813011,4,3.98,9.94
146813011,99,1.49,8.45
146813041,1,3.98,9.94
146813041,2,3.98,9.94
146813041,3,3.98,9.94
146813041,4,3.98,9.94
146813041,99,1.49,8.45
146813051,1,3.98,9.94
146813051,2,3.98,9.94
146813051,3,3.98,9.94
146813051,4,3.98,9.94
146813051,99,1.49,8.45
146813061,1,3.98,9.94
146813061,2,3.98,9.94
146813061,3,3.98,9.94
146813061,4,3.98,9.94
146813061,99,1.49,8.45
146813141,1,3.98,9.94
146813141,2,3.98,9.94
146813141,3,3.98,9.94
146813141,4,3.98,9.94
146813141,99,1.49,8.45
146813151,1,3.98,9.94
146813151,2,3.98,9.94
146813151,3,3.98,9.94
146813151,4,3.98,9.94
146813151,99,1.49,8.45
146813161,1,3.98,9.94
146813161,2,3.98,9.94
146813161,3,3.98,9.94
146813161,4,3.98,9.94
146813161,99,1.49,8.45
146813171,1,3.98,9.94
146813171,2,3.98,9.94
146813171,3,3.98,9.94
146813171,4,3.98,9.94
146813171,99,1.49,8.45
146820001,1,3.98,9.94
146820001,2,3.98,9.94
146820001,3,3.98,9.94
146820001,4,3.98,9.94
146820001,99,1.49,8.45
146820011,1,3.98,9.94
146820011,2,3.98,9.94
146820011,3,3.98,9.94
146820011,4,3.98,9.94
146820011,99,1.49,8.45
146820021,1,3.98,9.94
146820021,2,3.98,9.94
146820021,3,3.98,9.94
146820021,4,3.98,9.94
146820021,99,1.49,8.45
146820031,1,3.98,9.94
146820031,2,3.98,9.94
146820031,3,3.98,9.94
146820031,4,3.98,9.94
146820031,99,1.49,8.45
146820041,1,3.98,9.94
146820041,2,3.98,9.94
146820041,3,3.98,9.94
146820041,4,3.98,9.94
146820041,99,1.49,8.45
146820051,1,3.98,9.94
146820051,2,3.98,9.94
146820051,3,3.98,9.94
146820051,4,3.98,9.94
146820051,99,1.49,8.45
146820061,1,3.98,9.94
146820061,2,3.98,9.94
146820061,3,3.98,9.94
146820061,4,3.98,9.94
146820061,99,1.49,8.45
146923011,1,11.98,29.94
146923011,2,11.98,29.94
146923011,3,11.98,29.94
146923011,4,11.98,29.94
146923011,99,4.49,25.45
146923031,1,11.98,29.94
146923031,2,11.98,29.94
146923031,3,11.98,29.94
146923031,4,11.98,29.94
146923031,99,4.49,25.45
146971001,1,3.18,7.94
146971001,2,3.18,7.94
146971011,1,3.18,7.94
146971011,2,3.18,7.94
146971011,3,3.18,7.94
146971011,4,3.18,7.94
146971011,99,1.19,6.75
146971021,1,3.18,7.94
146971021,2,3.18,7.94
146971021,3,3.18,7.94
146971021,4,3.18,7.94
146971021,99,1.19,6.75
146971031,1,3.18,7.94
146971031,2,3.18,7.94
146971031,3,3.18,7.94
146971031,4,3.18,7.94
146971031,99,1.19,6.75
146971051,1,3.18,7.94
146971051,2,3.18,7.94
146971061,1,3.18,7.94
146971061,2,3.18,7.94
146971061,3,3.18,7.94
146971061,4,3.18,7.94
146971061,99,1.19,6.75
146971071,1,3.18,7.94
146971071,2,3.18,7.94
146971071,3,3.18,7.94
146971071,4,3.18,7.94
146971071,99,1.19,6.75
146971091,1,3.18,7.94
146971091,2,3.18,7.94
146971091,3,3.18,7.94
146971091,4,3.18,7.94
146971091,99,1.19,6.75
146971121,1,3.18,7.94
146971121,2,3.18,7.94
146971121,3,3.18,7.94
146971121,4,3.18,7.94
146971121,99,1.19,6.75
146971131,1,3.18,7.94
146971131,2,3.18,7.94
146971131,3,3.18,7.94
146971131,4,3.18,7.94
146971131,99,1.19,6.75
146971141,1,3.18,7.94
146971141,2,3.18,7.94
146971141,3,3.18,7.94
146971141,4,3.18,7.94
146971141,99,1.19,6.75
146971151,1,3.18,7.94
146971151,2,3.18,7.94
146971151,3,3.18,7.94
146971151,4,3.18,7.94
146971151,99,1.19,6.75
146971161,1,3.18,7.94
146971161,2,3.18,7.94
146971161,3,3.18,7.94
146971161,4,3.18,7.94
146971171,1,3.18,7.94
146971171,2,3.18,7.94
146971171,3,3.18,7.94
146971171,4,3.18,7.94
146971181,1,3.18,7.94
146971181,2,3.18,7.94
146971181,3,3.18,7.94
146971181,4,3.18,7.94
146971191,1,3.18,7.94
146971191,2,3.18,7.94
146971191,3,3.18,7.94
146971191,4,3.18,7.94
147005011,1,9.98,24.94
147005011,2,9.98,24.94
147005011,3,9.98,24.94
147005011,4,9.98,24.94
147005021,1,9.98,24.94
147005021,2,9.98,24.94
147005021,3,9.98,24.94
147005021,4,9.98,24.94
147005031,1,9.98,24.94
147005031,2,9.98,24.94
147005031,3,9.98,24.94
147005031,4,9.98,24.94
147032001,1,3.18,7.94
147032001,2,3.18,7.94
147032001,3,3.18,7.94
147032001,4,3.18,7.94
147032011,1,3.18,7.94
147032011,2,3.18,7.94
147032011,3,3.18,7.94
147032011,4,3.18,7.94
147032011,99,1.19,6.75
147032021,1,3.18,7.94
147032021,2,3.18,7.94
147032021,3,3.18,7.94
147032021,4,3.18,7.94
147032081,1,3.18,7.94
147032081,2,3.18,7.94
147032081,3,3.18,7.94
147032081,4,3.18,7.94
147032091,1,3.18,7.94
147032091,2,3.18,7.94
147032091,3,3.18,7.94
147032091,4,3.18,7.94
147032101,1,3.18,7.94
147032101,2,3.18,7.94
147032101,3,3.18,7.94
147032101,4,3.18,7.94
147064011,1,6.78,16.94
147064011,2,6.78,16.94
147064011,3,6.78,16.94
147064011,4,6.78,16.94
147064031,1,6.78,16.94
147064031,2,6.78,16.94
147064031,3,6.78,16.94
147064031,4,6.78,16.94
147064041,1,6.78,16.94
147064041,2,6.78,16.94
147064041,3,6.78,16.94
147064041,4,6.78,16.94
147064051,1,6.78,16.94
147064051,2,6.78,16.94
147064051,3,6.78,16.94
147064051,4,6.78,16.94
147064061,1,6.78,16.94
147064061,2,6.78,16.94
147064061,3,6.78,16.94
147064061,4,6.78,16.94
147064071,1,6.78,16.94
147064071,2,6.78,16.94
147064071,3,6.78,16.94
147064071,4,6.78,16.94
147096071,1,5.18,12.94
147096071,2,5.18,12.94
147096071,3,5.18,12.94
147096071,4,5.18,12.94
147096071,99,1.94,11
147096081,1,5.18,12.94
147096081,2,5.18,12.94
147096081,3,5.18,12.94
147096081,4,5.18,12.94
147096081,99,1.94,11
147096091,1,5.18,12.94
147096091,2,5.18,12.94
147096091,3,5.18,12.94
147096091,4,5.18,12.94
147096091,99,1.94,11
147107041,1,6.78,16.94
147107041,2,6.78,16.94
147107051,1,6.78,16.94
147107051,2,6.78,16.94
147107071,1,6.78,16.94
147107071,2,6.78,16.94
147107081,1,6.78,16.94
147107081,2,6.78,16.94
147107081,3,6.78,16.94
147107081,99,2.54,14.4
147107091,1,6.78,16.94
147107091,2,6.78,16.94
147107091,3,6.78,16.94
147107091,99,2.54,14.4
147107101,1,6.78,16.94
147107101,2,6.78,16.94
147107101,3,6.78,16.94
147107101,99,2.54,14.4
147107111,1,6.78,16.94
147107111,2,6.78,16.94
147107111,3,6.78,16.94
147107111,4,6.78,16.94
147107121,1,6.78,16.94
147107121,2,6.78,16.94
147107121,3,6.78,16.94
147107121,4,6.78,16.94
147107121,99,2.54,14.4
147107131,1,6.78,16.94
147107131,2,6.78,16.94
147107131,3,6.78,16.94
147107131,4,6.78,16.94
147107141,1,6.78,16.94
147107141,2,6.78,16.94
147107141,3,6.78,16.94
147107141,4,6.78,16.94
147107141,99,2.54,14.4
147107151,1,6.78,16.94
147107151,2,6.78,16.94
147107151,3,6.78,16.94
147107151,4,6.78,16.94
147476021,1,3.98,9.94
147476021,2,3.98,9.94
147476031,1,3.98,9.94
147476031,2,3.98,9.94
147479011,1,3.98,9.94
147479011,2,3.98,9.94
147479011,3,3.98,9.94
147479011,4,3.98,9.94
147479021,1,3.98,9.94
147479021,2,3.98,9.94
147479021,3,3.98,9.94
147479021,4,3.98,9.94
147479031,1,3.98,9.94
147479031,2,3.98,9.94
147479031,3,3.98,9.94
147479031,4,3.98,9.94
147813001,1,7.18,17.94
147813001,2,7.18,17.94
147813001,3,7.18,17.94
147813001,4,7.18,17.94
147813021,1,7.18,17.94
147813021,2,7.18,17.94
147813021,3,7.18,17.94
147813021,4,7.18,17.94
148025001,1,13.98,34.94
148025001,2,13.98,34.94
148025001,3,13.98,34.94
148025001,4,13.98,34.94
148025011,1,13.98,34.94
148025011,2,13.98,34.94
148025011,3,13.98,34.94
148025011,4,13.98,34.94
148034001,1,13.98,34.94
148034001,2,13.98,34.94
148034001,3,13.98,34.94
148034001,4,13.98,34.94
148034001,99,5.24,29.7
148073001,1,1.58,3.94
148073001,2,1.58,3.94
148073001,3,1.58,3.94
148073001,4,1.58,3.94
148073001,99,0.59,3.35
148073021,1,1.58,3.94
148073021,2,1.58,3.94
148073021,3,1.58,3.94
148073021,4,1.58,3.94
148073021,99,0.59,3.35
148073031,1,1.58,3.94
148073031,2,1.58,3.94
148073031,3,1.58,3.94
148073031,4,1.58,3.94
148073031,99,0.59,3.35
148073041,1,1.58,3.94
148073041,2,1.58,3.94
148073041,3,1.58,3.94
148073041,4,1.58,3.94
148073041,99,0.59,3.35
148073051,1,1.58,3.94
148073051,2,1.58,3.94
148073051,3,1.58,3.94
148073051,4,1.58,3.94
148073051,99,0.59,3.35
148073081,1,1.58,3.94
148073081,2,1.58,3.94
148073081,3,1.58,3.94
148073081,4,1.58,3.94
148073081,99,0.59,3.35
148077021,1,3.18,7.94
148077021,2,3.18,7.94
148077021,3,3.18,7.94
148077021,4,3.18,7.94
148077021,99,1.19,6.75
148077041,1,3.18,7.94
148077041,2,3.18,7.94
148077041,3,3.18,7.94
148077041,4,3.18,7.94
148077041,99,1.19,6.75
148077051,1,3.18,7.94
148077051,2,3.18,7.94
148077051,3,3.18,7.94
148077051,4,3.18,7.94
148077051,99,1.19,6.75
148077061,1,3.18,7.94
148077061,2,3.18,7.94
148077061,3,3.18,7.94
148077061,4,3.18,7.94
148077061,99,1.19,6.75
148077071,1,3.18,7.94
148077071,2,3.18,7.94
148077071,3,3.18,7.94
148077071,4,3.18,7.94
148077071,99,1.19,6.75
148089051,1,3.18,7.94
148089051,2,3.18,7.94
148089051,3,3.18,7.94
148089051,4,3.18,7.94
148089051,99,1.19,6.75
148089181,1,3.18,7.94
148089181,2,3.18,7.94
148089181,99,1.19,6.75
148089191,1,3.18,7.94
148089191,2,3.18,7.94
148089191,3,3.18,7.94
148089191,99,1.19,6.75
148089201,1,3.18,7.94
148089201,2,3.18,7.94
148089201,99,1.19,6.75
148089231,1,3.18,7.94
148089231,2,3.18,7.94
148089231,3,3.18,7.94
148089231,4,3.18,7.94
148089231,99,1.19,6.75
148089241,1,3.18,7.94
148089241,2,3.18,7.94
148089241,3,3.18,7.94
148089241,4,3.18,7.94
148089241,99,1.19,6.75
148089251,1,3.18,7.94
148089251,2,3.18,7.94
148089251,3,3.18,7.94
148089251,4,3.18,7.94
148089251,99,1.19,6.75
148090251,1,3.18,7.94
148090251,2,3.18,7.94
148090251,99,1.19,6.75
148090261,1,3.18,7.94
148090261,2,3.18,7.94
148090261,3,3.18,7.94
148090261,99,1.19,6.75
148090271,1,3.18,7.94
148090271,2,3.18,7.94
148090271,99,1.19,6.75
148090281,1,3.18,7.94
148090281,2,3.18,7.94
148090281,3,3.18,7.94
148090281,4,3.18,7.94
148090281,99,1.19,6.75
148090301,1,3.18,7.94
148090301,2,3.18,7.94
148090301,99,1.19,6.75
148090311,1,3.18,7.94
148090311,2,3.18,7.94
148090311,3,3.18,7.94
148090311,99,1.19,6.75
148090321,1,3.18,7.94
148090321,2,3.18,7.94
148090321,99,1.19,6.75
148090331,1,3.18,7.94
148090331,2,3.18,7.94
148090331,3,3.18,7.94
148090331,4,3.18,7.94
148090331,99,1.19,6.75
148090341,1,3.18,7.94
148090341,2,3.18,7.94
148090341,3,3.18,7.94
148090341,4,3.18,7.94
148090341,99,1.19,6.75
148090351,1,3.18,7.94
148090351,2,3.18,7.94
148090351,3,3.18,7.94
148090351,4,3.18,7.94
148090351,99,1.19,6.75
148090361,1,3.18,7.94
148090361,2,3.18,7.94
148090361,3,3.18,7.94
148090361,4,3.18,7.94
148090361,99,1.19,6.75
148090391,1,3.18,7.94
148090391,2,3.18,7.94
148090391,3,3.18,7.94
148090391,4,3.18,7.94
148090391,99,1.19,6.75
148090401,1,3.18,7.94
148090401,2,3.18,7.94
148090401,3,3.18,7.94
148090401,4,3.18,7.94
148090401,99,1.19,6.75
148090411,1,3.18,7.94
148090411,2,3.18,7.94
148090411,3,3.18,7.94
148090411,4,3.18,7.94
148090411,99,1.19,6.75
148090421,1,3.18,7.94
148090421,2,3.18,7.94
148090421,3,3.18,7.94
148090421,4,3.18,7.94
148090421,99,1.19,6.75
148096001,1,3.18,7.94
148096001,2,3.18,7.94
148096001,3,3.18,7.94
148096001,4,3.18,7.94
148096001,99,1.19,6.75
148096011,1,3.18,7.94
148096011,2,3.18,7.94
148096011,3,3.18,7.94
148096011,4,3.18,7.94
148096011,99,1.19,6.75
148096021,1,3.18,7.94
148096021,2,3.18,7.94
148096021,3,3.18,7.94
148096021,4,3.18,7.94
148096021,99,1.19,6.75
148096031,1,3.18,7.94
148096031,2,3.18,7.94
148096031,3,3.18,7.94
148096031,4,3.18,7.94
148096031,99,1.19,6.75
148096041,1,3.18,7.94
148096041,2,3.18,7.94
148096041,3,3.18,7.94
148096041,4,3.18,7.94
148096041,99,1.19,6.75
148096051,1,3.18,7.94
148096051,2,3.18,7.94
148096051,3,3.18,7.94
148096051,4,3.18,7.94
148096051,99,1.19,6.75
148167011,1,4,10
148167011,2,4,10
148167011,3,4,10
148167011,4,4,10
148167011,99,1.5,8.5
148167021,1,4,10
148167021,2,4,10
148167021,3,4,10
148167021,4,4,10
148167021,99,1.5,8.5
148167031,1,4,10
148167031,2,4,10
148167031,3,4,10
148167031,4,4,10
148167031,99,1.5,8.5
148216001,1,4.8,12
148216001,2,4.8,12
148216001,3,4.8,12
148216001,4,4.8,12
148216001,99,1.8,10.2
148216011,1,4.8,12
148216011,2,4.8,12
148216011,3,4.8,12
148216011,4,4.8,12
148216011,99,1.8,10.2
148257011,1,3.98,9.94
148257011,2,3.98,9.94
148257011,3,3.98,9.94
148257011,4,3.98,9.94
148257011,99,1.49,8.45
148257021,1,3.98,9.94
148257021,2,3.98,9.94
148257021,3,3.98,9.94
148257021,4,3.98,9.94
148257021,99,1.49,8.45
148257031,1,3.98,9.94
148257031,2,3.98,9.94
148257031,3,3.98,9.94
148257031,4,3.98,9.94
148257031,99,1.49,8.45
148257041,1,3.98,9.94
148257041,2,3.98,9.94
148257041,3,3.98,9.94
148257041,4,3.98,9.94
148257041,99,1.49,8.45
148274001,1,5.18,12.94
148274001,2,5.18,12.94
148274001,3,5.18,12.94
148274001,99,1.94,11
148822011,1,3.18,7.94
148822011,2,3.18,7.94
148822011,3,3.18,7.94
148822011,4,3.18,7.94
148822011,99,1.19,6.75
148822021,1,3.18,7.94
148822021,2,3.18,7.94
148822031,1,3.18,7.94
148822031,2,3.18,7.94
148822031,3,3.18,7.94
148822031,4,3.18,7.94
148822031,99,1.19,6.75
148822041,1,3.18,7.94
148822041,2,3.18,7.94
148822041,3,3.18,7.94
148822041,4,3.18,7.94
148822041,99,1.19,6.75
148822061,1,3.18,7.94
148822061,2,3.18,7.94
148822061,3,3.18,7.94
148822061,4,3.18,7.94
148822061,99,1.19,6.75
148822071,1,3.18,7.94
148822071,2,3.18,7.94
148822071,3,3.18,7.94
148822071,4,3.18,7.94
148822071,99,1.19,6.75
148822081,1,3.18,7.94
148822081,2,3.18,7.94
148822081,3,3.18,7.94
148822081,4,3.18,7.94
148822081,99,1.19,6.75
148822091,1,3.18,7.94
148822091,2,3.18,7.94
148822091,99,1.19,6.75
148822101,1,3.18,7.94
148822101,2,3.18,7.94
148822101,3,3.18,7.94
148822101,4,3.18,7.94
148822101,99,1.19,6.75
148824001,1,3.18,7.94
148824001,2,3.18,7.94
148824091,1,3.18,7.94
148824091,2,3.18,7.94
148824091,99,1.19,6.75
148824101,1,3.18,7.94
148824101,2,3.18,7.94
148824101,99,1.19,6.75
148824111,1,3.18,7.94
148824111,2,3.18,7.94
148824111,3,3.18,7.94
148824111,4,3.18,7.94
148824111,99,1.19,6.75
148824121,1,3.18,7.94
148824121,2,3.18,7.94
148824121,3,3.18,7.94
148824121,4,3.18,7.94
148824121,99,1.19,6.75
148824131,1,3.18,7.94
148824131,2,3.18,7.94
148824131,99,1.19,6.75
148824151,1,3.18,7.94
148824151,2,3.18,7.94
148824151,99,1.19,6.75
148824161,1,3.18,7.94
148824161,2,3.18,7.94
148824181,1,3.18,7.94
148824181,2,3.18,7.94
148824201,1,3.18,7.94
148824201,2,3.18,7.94
148824211,1,3.18,7.94
148824211,2,3.18,7.94
148824211,3,3.18,7.94
148824211,4,3.18,7.94
148824211,99,1.19,6.75
148824221,1,3.18,7.94
148824221,2,3.18,7.94
148824221,3,3.18,7.94
148824221,4,3.18,7.94
148824221,99,1.19,6.75
148824231,1,3.18,7.94
148824231,2,3.18,7.94
148824231,3,3.18,7.94
148824231,4,3.18,7.94
148824231,99,1.19,6.75
148824241,1,3.18,7.94
148824241,2,3.18,7.94
148824241,99,1.19,6.75
148824251,1,3.18,7.94
148824251,2,3.18,7.94
148824251,3,3.18,7.94
148824251,4,3.18,7.94
148824251,99,1.19,6.75
148824261,1,3.18,7.94
148824261,2,3.18,7.94
148824261,99,1.19,6.75
148824271,1,3.18,7.94
148824271,2,3.18,7.94
148824271,99,1.19,6.75
148824281,1,3.18,7.94
148824281,2,3.18,7.94
148824281,3,3.18,7.94
148824281,4,3.18,7.94
148824281,99,1.19,6.75
148824291,1,3.18,7.94
148824291,2,3.18,7.94
148824291,3,3.18,7.94
148824291,4,3.18,7.94
148824291,99,1.19,6.75
148824301,1,3.18,7.94
148824301,2,3.18,7.94
148824301,99,1.19,6.75
148824311,1,3.18,7.94
148824311,2,3.18,7.94
148824311,99,1.19,6.75
148824321,1,3.18,7.94
148824321,2,3.18,7.94
148824321,3,3.18,7.94
148824321,4,3.18,7.94
148824321,99,1.19,6.75
148824331,1,3.18,7.94
148824331,2,3.18,7.94
148824331,3,3.18,7.94
148824331,4,3.18,7.94
148824331,99,1.19,6.75
148824341,1,3.18,7.94
148824341,2,3.18,7.94
148824341,3,3.18,7.94
148824341,4,3.18,7.94
148824341,99,1.19,6.75
148824351,1,3.18,7.94
148824351,2,3.18,7.94
148824351,3,3.18,7.94
148824351,4,3.18,7.94
148824351,99,1.19,6.75
148824361,1,3.18,7.94
148824361,2,3.18,7.94
148824361,3,3.18,7.94
148824361,4,3.18,7.94
148824361,99,1.19,6.75
148824371,1,3.18,7.94
148824371,2,3.18,7.94
148824371,3,3.18,7.94
148824371,4,3.18,7.94
148824371,99,1.19,6.75
148824381,1,3.18,7.94
148824381,2,3.18,7.94
148824381,3,3.18,7.94
148824381,4,3.18,7.94
148824381,99,1.19,6.75
148824391,1,3.18,7.94
148824391,2,3.18,7.94
148824391,3,3.18,7.94
148824391,4,3.18,7.94
148824391,99,1.19,6.75
148824401,1,3.18,7.94
148824401,2,3.18,7.94
148824401,3,3.18,7.94
148824401,4,3.18,7.94
148824401,99,1.19,6.75
148824411,1,3.18,7.94
148824411,2,3.18,7.94
148824411,3,3.18,7.94
148824411,4,3.18,7.94
148824411,99,1.19,6.75
148824421,1,3.18,7.94
148824421,2,3.18,7.94
148824421,3,3.18,7.94
148824421,4,3.18,7.94
148824421,99,1.19,6.75
148824431,1,3.18,7.94
148824431,2,3.18,7.94
148824431,3,3.18,7.94
148824431,4,3.18,7.94
148824431,99,1.19,6.75
148824441,1,3.18,7.94
148824441,2,3.18,7.94
148824441,3,3.18,7.94
148824441,4,3.18,7.94
148824441,99,1.19,6.75
155448151,1,5.18,12.94
155448151,2,5.18,12.94
155448151,3,5.18,12.94
155448151,4,5.18,12.94
155448311,1,5.18,12.94
155448311,2,5.18,12.94
155448311,3,5.18,12.94
155448311,4,5.18,12.94
155448341,1,5.18,12.94
155448341,2,5.18,12.94
155448341,99,1.94,11
155448351,1,5.18,12.94
155448351,2,5.18,12.94
155448351,99,1.94,11
155448411,1,5.18,12.94
155448411,2,5.18,12.94
155448411,99,1.94,11
155448421,1,5.18,12.94
155448421,2,5.18,12.94
155448421,3,5.18,12.94
155448421,4,5.18,12.94
155448421,99,1.94,11
155448431,1,5.18,12.94
155448431,2,5.18,12.94
155448431,3,5.18,12.94
155448431,4,5.18,12.94
155448431,99,1.94,11
155448461,1,5.18,12.94
155448461,2,5.18,12.94
155448461,3,5.18,12.94
155448461,4,5.18,12.94
155448471,1,5.18,12.94
155448471,2,5.18,12.94
155448471,3,5.18,12.94
155448471,4,5.18,12.94
169515001,1,6.78,16.94
169515001,2,6.78,16.94
169515001,3,6.78,16.94
169515001,4,6.78,16.94
169515011,1,6.78,16.94
169515011,2,6.78,16.94
169515011,3,6.78,16.94
169515011,4,6.78,16.94
169515021,1,6.78,16.94
169515021,2,6.78,16.94
169515021,3,6.78,16.94
