PRD_NBR,PERIOD,prc_lb,prc_ub
332738391,1,3.98,9.94
332738391,2,3.98,9.94
332738391,3,3.98,9.94
332738391,4,3.98,9.94
332738471,1,3.98,9.94
332738471,2,3.98,9.94
332738481,1,3.98,9.94
332738481,2,3.98,9.94
333034041,1,0.58,1.45
333034041,2,0.58,1.45
333034041,3,0.58,1.45
333034041,4,0.58,1.45
333034051,1,0.58,1.45
333034051,2,0.58,1.45
333034051,3,0.58,1.45
333034051,4,0.58,1.45
333034061,1,0.58,1.45
333034061,2,0.58,1.45
333034061,3,0.58,1.45
333034061,4,0.58,1.45
333034071,1,0.58,1.45
333034071,2,0.58,1.45
333034071,3,0.58,1.45
333034071,4,0.58,1.45
333034121,1,0.58,1.45
333034121,2,0.58,1.45
333034121,3,0.58,1.45
333034121,4,0.58,1.45
333034141,1,0.58,1.45
333034141,2,0.58,1.45
333034141,3,0.58,1.45
333034141,4,0.58,1.45
333034171,1,0.58,1.45
333034171,2,0.58,1.45
333034171,3,0.58,1.45
333034171,4,0.58,1.45
333034181,1,0.58,1.45
333034181,2,0.58,1.45
333034181,3,0.58,1.45
333034181,4,0.58,1.45
334953001,1,13.8,34.5
334953001,2,13.8,34.5
334953001,3,13.8,34.5
334953001,4,13.8,34.5
342078001,1,6.78,16.94
342078001,2,6.78,16.94
342078001,3,6.78,16.94
342078001,4,6.78,16.94
342078001,99,2.54,14.4
342078011,1,6.78,16.94
342078011,2,6.78,16.94
342078011,3,6.78,16.94
342078011,4,6.78,16.94
342078011,99,2.54,14.4
342083011,1,6.78,16.94
342083011,2,6.78,16.94
342083011,3,6.78,16.94
342083011,4,6.78,16.94
342083021,1,6.78,16.94
342083021,2,6.78,16.94
342083021,3,6.78,16.94
342083021,4,6.78,16.94
342083041,1,6.78,16.94
342083041,2,6.78,16.94
342083041,3,6.78,16.94
342083041,4,6.78,16.94
342083041,99,2.54,14.4
342083061,1,6.78,16.94
342083061,2,6.78,16.94
342083061,3,6.78,16.94
342083061,4,6.78,16.94
342084011,1,7.98,19.94
342084011,2,7.98,19.94
342084011,3,7.98,19.94
342084011,4,7.98,19.94
342084011,99,2.99,16.95
342084021,1,7.98,19.94
342084021,2,7.98,19.94
342084021,3,7.98,19.94
342084021,4,7.98,19.94
342084021,99,2.99,16.95
342085001,1,3.18,7.94
342085001,2,3.18,7.94
342085021,1,3.18,7.94
342085021,2,3.18,7.94
342085021,3,3.18,7.94
342085021,4,3.18,7.94
342085021,99,1.19,6.75
342085041,1,3.18,7.94
342085041,2,3.18,7.94
342085041,3,3.18,7.94
342085041,4,3.18,7.94
342085041,99,1.19,6.75
342085051,1,3.18,7.94
342085051,2,3.18,7.94
342085051,3,3.18,7.94
342085051,4,3.18,7.94
342085051,99,1.19,6.75
342085061,1,3.18,7.94
342085061,2,3.18,7.94
342085061,3,3.18,7.94
342085061,4,3.18,7.94
342085061,99,1.19,6.75
342085071,1,3.18,7.94
342085071,2,3.18,7.94
342085071,3,3.18,7.94
342085071,4,3.18,7.94
342085071,99,1.19,6.75
342085111,1,3.18,7.94
342085111,2,3.18,7.94
342085111,99,1.19,6.75
342085121,1,3.18,7.94
342085121,2,3.18,7.94
342085121,3,3.18,7.94
342085121,4,3.18,7.94
342085121,99,1.19,6.75
342089001,1,3.18,7.94
342089001,2,3.18,7.94
342089001,3,3.18,7.94
342089001,4,3.18,7.94
342089001,99,1.19,6.75
342089011,1,3.18,7.94
342089011,2,3.18,7.94
342089011,3,3.18,7.94
342089011,4,3.18,7.94
342089011,99,1.19,6.75
342089021,1,3.18,7.94
342089021,2,3.18,7.94
342089021,3,3.18,7.94
342089021,4,3.18,7.94
342089021,99,1.19,6.75
342089031,1,3.18,7.94
342089031,2,3.18,7.94
342089031,3,3.18,7.94
342089031,4,3.18,7.94
342089031,99,1.19,6.75
342089061,1,3.18,7.94
342089061,2,3.18,7.94
342089061,3,3.18,7.94
342089061,4,3.18,7.94
342089061,99,1.19,6.75
342089071,1,3.18,7.94
342089071,2,3.18,7.94
342089071,3,3.18,7.94
342089071,4,3.18,7.94
342089071,99,1.19,6.75
342089081,1,3.18,7.94
342089081,2,3.18,7.94
342089081,3,3.18,7.94
342089081,4,3.18,7.94
342089081,99,1.19,6.75
342089091,1,3.18,7.94
342089091,2,3.18,7.94
342089091,3,3.18,7.94
342089091,4,3.18,7.94
342089091,99,1.19,6.75
342094001,1,3.18,7.94
342094001,2,3.18,7.94
342094001,3,3.18,7.94
342094001,4,3.18,7.94
342094001,99,1.19,6.75
342094011,1,3.18,7.94
342094011,2,3.18,7.94
342094021,1,3.18,7.94
342094021,2,3.18,7.94
342094021,3,3.18,7.94
342094021,4,3.18,7.94
342094021,99,1.19,6.75
342094031,1,3.18,7.94
342094031,2,3.18,7.94
342094031,3,3.18,7.94
342094031,4,3.18,7.94
342094031,99,1.19,6.75
342094041,1,3.18,7.94
342094041,2,3.18,7.94
342094041,99,1.19,6.75
342094051,1,3.18,7.94
342094051,2,3.18,7.94
342094051,3,3.18,7.94
342094051,4,3.18,7.94
342094051,99,1.19,6.75
342094061,1,3.18,7.94
342094061,2,3.18,7.94
342094061,3,3.18,7.94
342094061,4,3.18,7.94
342094061,99,1.19,6.75
342094081,1,3.18,7.94
342094081,2,3.18,7.94
342094081,3,3.18,7.94
342094081,4,3.18,7.94
342094081,99,1.19,6.75
342095011,1,3.18,7.94
342095011,2,3.18,7.94
342095011,3,3.18,7.94
342095011,4,3.18,7.94
342095011,99,1.19,6.75
342095031,1,3.18,7.94
342095031,2,3.18,7.94
342095031,3,3.18,7.94
342095031,4,3.18,7.94
342095031,99,1.19,6.75
342099001,1,3.58,8.94
342099001,2,3.58,8.94
342099001,3,3.58,8.94
342099001,4,3.58,8.94
342099001,99,1.34,7.6
342099011,1,3.58,8.94
342099011,2,3.58,8.94
342099011,3,3.58,8.94
342099011,4,3.58,8.94
342099011,99,1.34,7.6
342099091,1,3.58,8.94
342099091,2,3.58,8.94
342099091,3,3.58,8.94
342099091,4,3.58,8.94
342099091,99,1.34,7.6
342102111,1,3.58,8.94
342102111,2,3.58,8.94
342102111,99,1.34,7.6
342102131,1,3.58,8.94
342102131,2,3.58,8.94
342102131,99,1.34,7.6
342102151,1,3.58,8.94
342102151,2,3.58,8.94
342102151,99,1.34,7.6
342105001,1,3.58,8.94
342105001,2,3.58,8.94
342105001,99,1.34,7.6
342105011,1,3.58,8.94
342105011,2,3.58,8.94
342105011,99,1.34,7.6
342105021,1,3.58,8.94
342105021,2,3.58,8.94
342105021,99,1.34,7.6
342105031,1,3.58,8.94
342105031,2,3.58,8.94
342105031,99,1.34,7.6
342105051,1,3.58,8.94
342105051,2,3.58,8.94
342105051,99,1.34,7.6
342105071,1,3.58,8.94
342105071,2,3.58,8.94
342105071,99,1.34,7.6
342105091,1,3.58,8.94
342105091,2,3.58,8.94
342105091,99,1.34,7.6
342111001,1,3.58,8.94
342111001,2,3.58,8.94
342111001,3,3.58,8.94
342111001,4,3.58,8.94
342111001,99,1.34,7.6
342111011,1,3.58,8.94
342111011,2,3.58,8.94
342111011,3,3.58,8.94
342111011,4,3.58,8.94
342111011,99,1.34,7.6
342111021,1,3.58,8.94
342111021,2,3.58,8.94
342111021,3,3.58,8.94
342111021,4,3.58,8.94
342111021,99,1.34,7.6
342111031,1,3.58,8.94
342111031,2,3.58,8.94
342111031,3,3.58,8.94
342111031,4,3.58,8.94
342111031,99,1.34,7.6
342111071,1,3.58,8.94
342111071,2,3.58,8.94
342111071,3,3.58,8.94
342111071,4,3.58,8.94
342111071,99,1.34,7.6
342111081,1,3.58,8.94
342111081,2,3.58,8.94
342111081,99,1.34,7.6
342111091,1,3.58,8.94
342111091,2,3.58,8.94
342111091,3,3.58,8.94
342111091,4,3.58,8.94
342111091,99,1.34,7.6
342111101,1,3.58,8.94
342111101,2,3.58,8.94
342111101,99,1.34,7.6
342111111,1,3.58,8.94
342111111,2,3.58,8.94
342111111,3,3.58,8.94
342111111,4,3.58,8.94
342111111,99,1.34,7.6
342115001,1,3.58,8.94
342115001,2,3.58,8.94
342115011,1,3.58,8.94
342115011,2,3.58,8.94
342115021,1,3.58,8.94
342115021,2,3.58,8.94
342115031,1,3.58,8.94
342115031,2,3.58,8.94
342115041,1,3.58,8.94
342115041,2,3.58,8.94
342115051,1,3.58,8.94
342115051,2,3.58,8.94
342115061,1,3.58,8.94
342115061,2,3.58,8.94
342115061,99,1.34,7.6
342115071,1,3.58,8.94
342115071,2,3.58,8.94
342115071,99,1.34,7.6
342115081,1,3.58,8.94
342115081,2,3.58,8.94
342115081,99,1.34,7.6
342115091,1,3.58,8.94
342115091,2,3.58,8.94
342115091,99,1.34,7.6
342115101,1,3.58,8.94
342115101,2,3.58,8.94
342115101,99,1.34,7.6
342115111,1,3.58,8.94
342115111,2,3.58,8.94
342115111,3,3.58,8.94
342115111,4,3.58,8.94
342115111,99,1.34,7.6
342115121,1,3.58,8.94
342115121,2,3.58,8.94
342115121,3,3.58,8.94
342115121,4,3.58,8.94
342115121,99,1.34,7.6
342115131,1,3.58,8.94
342115131,2,3.58,8.94
342115131,99,1.34,7.6
342115141,1,3.58,8.94
342115141,2,3.58,8.94
342115141,3,3.58,8.94
342115141,4,3.58,8.94
342115141,99,1.34,7.6
342115151,1,3.58,8.94
342115151,2,3.58,8.94
342115151,3,3.58,8.94
342115151,4,3.58,8.94
342115151,99,1.34,7.6
342115161,1,3.58,8.94
342115161,2,3.58,8.94
342115161,3,3.58,8.94
342115161,4,3.58,8.94
342115161,99,1.34,7.6
342115171,1,3.58,8.94
342115171,2,3.58,8.94
342115171,3,3.58,8.94
342115171,4,3.58,8.94
342115171,99,1.34,7.6
342115181,1,3.58,8.94
342115181,2,3.58,8.94
342115181,99,1.34,7.6
342115191,1,3.58,8.94
342115191,2,3.58,8.94
342115191,99,1.34,7.6
342115201,1,3.58,8.94
342115201,2,3.58,8.94
342115201,99,1.34,7.6
342115211,1,3.58,8.94
342115211,2,3.58,8.94
342115211,3,3.58,8.94
342115211,4,3.58,8.94
342115211,99,1.34,7.6
342115221,1,3.58,8.94
342115221,2,3.58,8.94
342115221,3,3.58,8.94
342115221,4,3.58,8.94
342115221,99,1.34,7.6
342115231,1,3.58,8.94
342115231,2,3.58,8.94
342115231,3,3.58,8.94
342115231,4,3.58,8.94
342115231,99,1.34,7.6
342115241,1,3.58,8.94
342115241,2,3.58,8.94
342115241,3,3.58,8.94
342115241,4,3.58,8.94
342115241,99,1.34,7.6
342115251,1,3.58,8.94
342115251,2,3.58,8.94
342115251,3,3.58,8.94
342115251,4,3.58,8.94
342115251,99,1.34,7.6
342115261,1,3.58,8.94
342115261,2,3.58,8.94
342115261,3,3.58,8.94
342115261,4,3.58,8.94
342115261,99,1.34,7.6
342115271,1,3.58,8.94
342115271,2,3.58,8.94
342115271,3,3.58,8.94
342115271,4,3.58,8.94
342115271,99,1.34,7.6
342115281,1,3.58,8.94
342115281,2,3.58,8.94
342115281,3,3.58,8.94
342115281,4,3.58,8.94
342115281,99,1.34,7.6
342115291,1,3.58,8.94
342115291,2,3.58,8.94
342115291,3,3.58,8.94
342115291,4,3.58,8.94
342115291,99,1.34,7.6
342115301,1,3.58,8.94
342115301,2,3.58,8.94
342115301,3,3.58,8.94
342115301,4,3.58,8.94
342115301,99,1.34,7.6
342115311,1,3.58,8.94
342115311,2,3.58,8.94
342115311,99,1.34,7.6
342115321,1,3.58,8.94
342115321,2,3.58,8.94
342115321,3,3.58,8.94
342115321,4,3.58,8.94
342115321,99,1.34,7.6
342132001,1,5.98,14.94
342132001,2,5.98,14.94
342132001,99,2.24,12.7
342135001,1,5.98,14.94
342135001,2,5.98,14.94
342135001,3,5.98,14.94
342135001,4,5.98,14.94
342135001,99,2.24,12.7
342136001,1,5.98,14.94
342136001,2,5.98,14.94
342136001,3,5.98,14.94
342136001,99,2.24,12.7
342139001,1,5.18,12.94
342139001,2,5.18,12.94
342139011,1,5.18,12.94
342139011,2,5.18,12.94
342140001,1,5.98,14.94
342140001,2,5.98,14.94
342150001,1,3.98,9.94
342150001,2,3.98,9.94
342150001,3,3.98,9.94
342150001,4,3.98,9.94
342150001,99,1.49,8.45
342150011,1,3.98,9.94
342150011,2,3.98,9.94
342150011,3,3.98,9.94
342150011,4,3.98,9.94
342150011,99,1.49,8.45
342150021,1,3.98,9.94
342150021,2,3.98,9.94
342150021,3,3.98,9.94
342150021,4,3.98,9.94
342150021,99,1.49,8.45
342150031,1,3.98,9.94
342150031,2,3.98,9.94
342150031,3,3.98,9.94
342150031,4,3.98,9.94
342150031,99,1.49,8.45
342150041,1,3.98,9.94
342150041,2,3.98,9.94
342150041,3,3.98,9.94
342150041,4,3.98,9.94
342150041,99,1.49,8.45
342150051,1,3.98,9.94
342150051,2,3.98,9.94
342150051,3,3.98,9.94
342150051,4,3.98,9.94
342150051,99,1.49,8.45
342150061,1,3.98,9.94
342150061,2,3.98,9.94
342150061,3,3.98,9.94
342150061,4,3.98,9.94
342150061,99,1.49,8.45
342150071,1,3.98,9.94
342150071,2,3.98,9.94
342150071,3,3.98,9.94
342150071,4,3.98,9.94
342150071,99,1.49,8.45
342150081,1,3.98,9.94
342150081,2,3.98,9.94
342150081,3,3.98,9.94
342150081,4,3.98,9.94
342150081,99,1.49,8.45
342150091,1,3.98,9.94
342150091,2,3.98,9.94
342150091,3,3.98,9.94
342150091,4,3.98,9.94
342150091,99,1.49,8.45
342150101,1,3.98,9.94
342150101,2,3.98,9.94
342150101,3,3.98,9.94
342150101,4,3.98,9.94
342150101,99,1.49,8.45
342150111,1,3.98,9.94
342150111,2,3.98,9.94
342150111,3,3.98,9.94
342150111,4,3.98,9.94
342150111,99,1.49,8.45
342154021,1,9.98,24.94
342154021,2,9.98,24.94
342154021,3,9.98,24.94
342154021,4,9.98,24.94
342154021,99,3.74,21.2
342154031,1,9.98,24.94
342154031,2,9.98,24.94
342154031,3,9.98,24.94
342154031,4,9.98,24.94
342154031,99,3.74,21.2
342154041,1,9.98,24.94
342154041,2,9.98,24.94
342154041,3,9.98,24.94
342154041,4,9.98,24.94
342154041,99,3.74,21.2
342154071,1,9.98,24.94
342154071,2,9.98,24.94
342154071,99,3.74,21.2
342154081,1,9.98,24.94
342154081,2,9.98,24.94
342154081,99,3.74,21.2
342155021,1,9.18,22.94
342155021,2,9.18,22.94
342155021,3,9.18,22.94
342155021,4,9.18,22.94
342155021,99,3.44,19.5
342155031,1,9.18,22.94
342155031,2,9.18,22.94
342155031,3,9.18,22.94
342155031,4,9.18,22.94
342155031,99,3.44,19.5
342155051,1,9.18,22.94
342155051,2,9.18,22.94
342155051,3,9.18,22.94
342155051,4,9.18,22.94
342155051,99,3.44,19.5
342155061,1,9.18,22.94
342155061,2,9.18,22.94
342155061,3,9.18,22.94
342155061,4,9.18,22.94
342155061,99,3.44,19.5
342156011,1,9.18,22.94
342156011,2,9.18,22.94
342156011,3,9.18,22.94
342156011,4,9.18,22.94
342156031,1,9.18,22.94
342156031,2,9.18,22.94
342156031,3,9.18,22.94
342156031,4,9.18,22.94
342156041,1,9.18,22.94
342156041,2,9.18,22.94
342156041,3,9.18,22.94
342156041,4,9.18,22.94
342156041,99,3.44,19.5
342158011,1,9.98,24.94
342158011,2,9.98,24.94
342158011,3,9.98,24.94
342158011,4,9.98,24.94
342158011,99,3.74,21.2
342158021,1,9.98,24.94
342158021,2,9.98,24.94
342158021,3,9.98,24.94
342158021,4,9.98,24.94
342158021,99,3.74,21.2
342159031,1,9.98,24.94
342159031,2,9.98,24.94
342159031,3,9.98,24.94
342159031,4,9.98,24.94
342159031,99,3.74,21.2
342159041,1,9.98,24.94
342159041,2,9.98,24.94
342159041,3,9.98,24.94
342159041,4,9.98,24.94
342159041,99,3.74,21.2
342160001,1,14.78,36.94
342160001,2,14.78,36.94
342160001,99,5.54,31.4
342160011,1,14.78,36.94
342160011,2,14.78,36.94
342160011,3,14.78,36.94
342160011,4,14.78,36.94
342160021,1,14.78,36.94
342160021,2,14.78,36.94
342160021,3,14.78,36.94
342160021,4,14.78,36.94
342163001,1,5.98,14.94
342163001,2,5.98,14.94
342163001,3,5.98,14.94
342163001,99,2.24,12.7
342163011,1,5.98,14.94
342163011,2,5.98,14.94
342163011,99,2.24,12.7
342163041,1,5.98,14.94
342163041,2,5.98,14.94
342163041,3,5.98,14.94
342163041,4,5.98,14.94
342164011,1,11.98,29.94
342164011,2,11.98,29.94
342164011,3,11.98,29.94
342164011,4,11.98,29.94
342164011,99,4.49,25.45
342164021,1,11.98,29.94
342164021,2,11.98,29.94
342164021,3,11.98,29.94
342164021,4,11.98,29.94
342164021,99,4.49,25.45
342165011,1,11.98,29.94
342165011,2,11.98,29.94
342165011,99,4.49,25.45
342165021,1,11.98,29.94
342165021,2,11.98,29.94
342165021,99,4.49,25.45
342169011,1,11.98,29.94
342169011,2,11.98,29.94
342169021,1,11.98,29.94
342169021,2,11.98,29.94
342169031,1,11.98,29.94
342169031,2,11.98,29.94
342174001,1,13.8,34.5
342174001,2,13.8,34.5
342174001,99,5.18,29.33
342176001,1,6.78,16.94
342176001,2,6.78,16.94
342176001,99,2.54,14.4
342176011,1,6.78,16.94
342176011,2,6.78,16.94
342176011,99,2.54,14.4
342177011,1,11.98,29.94
342177011,2,11.98,29.94
342177011,3,11.98,29.94
342177011,4,11.98,29.94
342177011,99,4.49,25.45
342182001,1,7.98,19.94
342182001,2,7.98,19.94
342182001,3,7.98,19.94
342182001,4,7.98,19.94
342182001,99,2.99,16.95
342182011,1,7.98,19.94
342182011,2,7.98,19.94
342182011,3,7.98,19.94
342182011,4,7.98,19.94
342182011,99,2.99,16.95
342182021,1,7.98,19.94
342182021,2,7.98,19.94
342182021,99,2.99,16.95
342182041,1,7.98,19.94
342182041,2,7.98,19.94
342182041,3,7.98,19.94
342182041,4,7.98,19.94
342182041,99,2.99,16.95
342185001,1,5.18,12.94
342185001,2,5.18,12.94
342185001,99,1.94,11
342185011,1,5.18,12.94
342185011,2,5.18,12.94
342185011,99,1.94,11
342185021,1,5.18,12.94
342185021,2,5.18,12.94
342185021,99,1.94,11
342185041,1,5.18,12.94
342185041,2,5.18,12.94
342185041,99,1.94,11
342186001,1,1.98,4.94
342186001,2,1.98,4.94
342186001,3,1.98,4.94
342186001,4,1.98,4.94
342186001,99,0.74,4.2
342186011,1,1.98,4.94
342186011,2,1.98,4.94
342186011,3,1.98,4.94
342186011,4,1.98,4.94
342186011,99,0.74,4.2
342186031,1,1.98,4.94
342186031,2,1.98,4.94
342186031,3,1.98,4.94
342186031,4,1.98,4.94
342186031,99,0.74,4.2
342186041,1,1.98,4.94
342186041,2,1.98,4.94
342186041,3,1.98,4.94
342186041,4,1.98,4.94
342186041,99,0.74,4.2
342186051,1,1.98,4.94
342186051,2,1.98,4.94
342186051,3,1.98,4.94
342186051,4,1.98,4.94
342186051,99,0.74,4.2
342186061,1,1.98,4.94
342186061,2,1.98,4.94
342186061,3,1.98,4.94
342186061,4,1.98,4.94
342186061,99,0.74,4.2
342187001,1,1.98,4.94
342187001,2,1.98,4.94
342187001,3,1.98,4.94
342187001,4,1.98,4.94
342187001,99,0.74,4.2
342187011,1,1.98,4.94
342187011,2,1.98,4.94
342187011,3,1.98,4.94
342187011,4,1.98,4.94
342187011,99,0.74,4.2
342187021,1,1.98,4.94
342187021,2,1.98,4.94
342187021,3,1.98,4.94
342187021,4,1.98,4.94
342187021,99,0.74,4.2
342187031,1,1.98,4.94
342187031,2,1.98,4.94
342187031,3,1.98,4.94
342187031,4,1.98,4.94
342187031,99,0.74,4.2
342187061,1,1.98,4.94
342187061,2,1.98,4.94
342187061,3,1.98,4.94
342187061,4,1.98,4.94
342187061,99,0.74,4.2
342187071,1,1.98,4.94
342187071,2,1.98,4.94
342187071,3,1.98,4.94
342187071,4,1.98,4.94
342187071,99,0.74,4.2
342187081,1,1.98,4.94
342187081,2,1.98,4.94
342187081,3,1.98,4.94
342187081,4,1.98,4.94
342187081,99,0.74,4.2
342187091,1,1.98,4.94
342187091,2,1.98,4.94
342187091,3,1.98,4.94
342187091,4,1.98,4.94
342187091,99,0.74,4.2
342187101,1,1.98,4.94
342187101,2,1.98,4.94
342187101,3,1.98,4.94
342187101,4,1.98,4.94
342187101,99,0.74,4.2
342187111,1,1.98,4.94
342187111,2,1.98,4.94
342187111,3,1.98,4.94
342187111,4,1.98,4.94
342187111,99,0.74,4.2
342187131,1,1.98,4.94
342187131,2,1.98,4.94
342187131,3,1.98,4.94
342187131,4,1.98,4.94
342187131,99,0.74,4.2
342187141,1,1.98,4.94
342187141,2,1.98,4.94
342187141,3,1.98,4.94
342187141,4,1.98,4.94
342187141,99,0.74,4.2
342188001,1,5.18,12.94
342188001,2,5.18,12.94
342188001,3,5.18,12.94
342188001,99,1.94,11
342188011,1,5.18,12.94
342188011,2,5.18,12.94
342188011,3,5.18,12.94
342188011,99,1.94,11
342188021,1,5.18,12.94
342188021,2,5.18,12.94
342188021,3,5.18,12.94
342188021,99,1.94,11
342192001,1,6.78,16.94
342192001,2,6.78,16.94
342192001,3,6.78,16.94
342192001,99,2.54,14.4
342192011,1,6.78,16.94
342192011,2,6.78,16.94
342192011,3,6.78,16.94
342192011,99,2.54,14.4
342199001,1,5.98,14.94
342199001,2,5.98,14.94
342199001,3,5.98,14.94
342199001,4,5.98,14.94
342199011,1,5.98,14.94
342199011,2,5.98,14.94
342199011,3,5.98,14.94
342199011,4,5.98,14.94
342199021,1,5.98,14.94
342199021,2,5.98,14.94
342199021,3,5.98,14.94
342199021,4,5.98,14.94
342199031,1,5.98,14.94
342199031,2,5.98,14.94
342199031,3,5.98,14.94
342199031,4,5.98,14.94
342215001,1,5.18,12.94
342215001,2,5.18,12.94
342215001,3,5.18,12.94
342215001,4,5.18,12.94
342215001,99,1.94,11
342219001,1,5.18,12.94
342219001,2,5.18,12.94
342219001,3,5.18,12.94
342219001,4,5.18,12.94
342223001,1,3.98,9.94
342223001,2,3.98,9.94
342223001,3,3.98,9.94
342223001,4,3.98,9.94
342223001,99,1.49,8.45
342223011,1,3.98,9.94
342223011,2,3.98,9.94
342223011,3,3.98,9.94
342223011,4,3.98,9.94
342223011,99,1.49,8.45
342223021,1,3.98,9.94
342223021,2,3.98,9.94
342223021,3,3.98,9.94
342223021,4,3.98,9.94
342223021,99,1.49,8.45
342223031,1,3.98,9.94
342223031,2,3.98,9.94
342223031,3,3.98,9.94
342223031,99,1.49,8.45
342237001,1,3.98,9.94
342237001,2,3.98,9.94
342237001,3,3.98,9.94
342237001,4,3.98,9.94
342237001,99,1.49,8.45
342237011,1,3.98,9.94
342237011,2,3.98,9.94
342237011,3,3.98,9.94
342237011,4,3.98,9.94
342237011,99,1.49,8.45
342237021,1,3.98,9.94
342237021,2,3.98,9.94
342237021,3,3.98,9.94
342237021,4,3.98,9.94
342237021,99,1.49,8.45
342238001,1,5.18,12.94
342238001,2,5.18,12.94
342238001,3,5.18,12.94
342238001,4,5.18,12.94
342238001,99,1.94,11
342238011,1,5.18,12.94
342238011,2,5.18,12.94
342238011,3,5.18,12.94
342238011,4,5.18,12.94
342238011,99,1.94,11
342238021,1,5.18,12.94
342238021,2,5.18,12.94
342238021,3,5.18,12.94
342238021,4,5.18,12.94
342238021,99,1.94,11
342238031,1,5.18,12.94
342238031,2,5.18,12.94
342238031,3,5.18,12.94
342238031,4,5.18,12.94
342238031,99,1.94,11
342240001,1,3.98,9.94
342240001,2,3.98,9.94
342240001,3,3.98,9.94
342240001,4,3.98,9.94
342240001,99,1.49,8.45
342240011,1,3.98,9.94
342240011,2,3.98,9.94
342240011,3,3.98,9.94
342240011,4,3.98,9.94
342240011,99,1.49,8.45
342240021,1,3.98,9.94
342240021,2,3.98,9.94
342240021,3,3.98,9.94
342240021,4,3.98,9.94
342240021,99,1.49,8.45
342253001,1,9.98,24.94
342253001,2,9.98,24.94
342253001,3,9.98,24.94
342253001,4,9.98,24.94
342253001,99,3.74,21.2
342253021,1,9.98,24.94
342253021,2,9.98,24.94
342253021,3,9.98,24.94
342253021,4,9.98,24.94
342253021,99,3.74,21.2
342253031,1,9.98,24.94
342253031,2,9.98,24.94
342253031,3,9.98,24.94
342253031,4,9.98,24.94
342253031,99,3.74,21.2
342282001,1,9.18,22.94
342282001,2,9.18,22.94
342282001,99,3.44,19.5
342282011,1,9.18,22.94
342282011,2,9.18,22.94
342282011,99,3.44,19.5
342328011,1,5.18,12.94
342328011,2,5.18,12.94
342328011,99,1.94,11
342328021,1,5.18,12.94
342328021,2,5.18,12.94
342328021,99,1.94,11
342328031,1,5.18,12.94
342328031,2,5.18,12.94
342328031,99,1.94,11
342330011,1,5.98,14.94
342330011,2,5.98,14.94
342330011,99,2.24,12.7
342330021,1,5.98,14.94
342330021,2,5.98,14.94
342330021,99,2.24,12.7
342330031,1,5.98,14.94
342330031,2,5.98,14.94
342330031,99,2.24,12.7
342330041,1,5.98,14.94
342330041,2,5.98,14.94
342330041,99,2.24,12.7
342338001,1,3.98,9.94
342338001,2,3.98,9.94
342338001,3,3.98,9.94
342338001,4,3.98,9.94
342338001,99,1.49,8.45
342338011,1,3.98,9.94
342338011,2,3.98,9.94
342338011,3,3.98,9.94
342338011,4,3.98,9.94
342338011,99,1.49,8.45
342338021,1,3.98,9.94
342338021,2,3.98,9.94
342338021,3,3.98,9.94
342338021,4,3.98,9.94
342338021,99,1.49,8.45
342338031,1,3.98,9.94
342338031,2,3.98,9.94
342338031,3,3.98,9.94
342338031,4,3.98,9.94
342338031,99,1.49,8.45
342338041,1,3.98,9.94
342338041,2,3.98,9.94
342338041,3,3.98,9.94
342338041,4,3.98,9.94
342338041,99,1.49,8.45
342341001,1,3.98,9.94
342341001,2,3.98,9.94
342341001,3,3.98,9.94
342341001,4,3.98,9.94
342341001,99,1.49,8.45
342341011,1,3.98,9.94
342341011,2,3.98,9.94
342341011,3,3.98,9.94
342341011,4,3.98,9.94
342341011,99,1.49,8.45
342341021,1,3.98,9.94
342341021,2,3.98,9.94
342341021,99,1.49,8.45
342341031,1,3.98,9.94
342341031,2,3.98,9.94
342341031,3,3.98,9.94
342341031,4,3.98,9.94
342341031,99,1.49,8.45
342341041,1,3.98,9.94
342341041,2,3.98,9.94
342341041,3,3.98,9.94
342341041,4,3.98,9.94
342341041,99,1.49,8.45
342343001,1,5.18,12.94
342343001,2,5.18,12.94
342343001,3,5.18,12.94
342343001,4,5.18,12.94
342343011,1,5.18,12.94
342343011,2,5.18,12.94
342343011,3,5.18,12.94
342343011,4,5.18,12.94
342343011,99,1.94,11
342343021,1,5.18,12.94
342343021,2,5.18,12.94
342343021,3,5.18,12.94
342343021,4,5.18,12.94
342343021,99,1.94,11
342343041,1,5.18,12.94
342343041,2,5.18,12.94
342343041,3,5.18,12.94
342343041,4,5.18,12.94
342343051,1,5.18,12.94
342343051,2,5.18,12.94
342343051,3,5.18,12.94
342343051,4,5.18,12.94
342360001,1,5.18,12.94
342360001,2,5.18,12.94
342360001,3,5.18,12.94
342360001,4,5.18,12.94
342416011,1,3.98,9.94
342416011,2,3.98,9.94
342416011,3,3.98,9.94
342416011,4,3.98,9.94
342416011,99,1.49,8.45
342416041,1,3.98,9.94
342416041,2,3.98,9.94
342416041,3,3.98,9.94
342416041,4,3.98,9.94
342416041,99,1.49,8.45
342416061,1,3.98,9.94
342416061,2,3.98,9.94
342416061,3,3.98,9.94
342416061,4,3.98,9.94
342416061,99,1.49,8.45
342416071,1,3.98,9.94
342416071,2,3.98,9.94
342416071,3,3.98,9.94
342416071,4,3.98,9.94
342416071,99,1.49,8.45
342418001,1,7.98,19.94
342418001,2,7.98,19.94
342418001,99,2.99,16.95
342456021,1,5.98,14.94
342456021,2,5.98,14.94
342456021,3,5.98,14.94
