PGM_GRP_ID_S,PERIOD,prc_lb,prc_ub
38903,99,2.54,14.4
1949,1,9.98,24.94
1949,2,9.98,24.94
1949,3,9.98,24.94
1949,4,9.98,24.94
70303,1,5.4,13.5
70303,2,5.4,13.5
70303,3,5.4,13.5
70303,4,5.4,13.5
69645,1,1.8,4.5
69645,2,1.8,4.5
69645,3,1.8,4.5
69645,4,1.8,4.5
69645,99,0.68,3.83
72271,1,3.58,8.94
72271,2,3.58,8.94
72271,3,3.58,8.94
72271,4,3.58,8.94
69223,1,11.98,29.94
69223,2,11.98,29.94
69223,3,11.98,29.94
69223,4,11.98,29.94
68793,1,11.98,29.94
68793,2,11.98,29.94
68793,3,11.98,29.94
68793,4,11.98,29.94
68853,1,7.98,19.94
68853,2,7.98,19.94
68853,3,7.98,19.94
68853,4,7.98,19.94
69447,1,9.98,24.94
69447,2,9.98,24.94
69447,3,9.98,24.94
69447,4,9.98,24.94
70543,1,13.98,34.94
70543,2,13.98,34.94
70543,3,13.98,34.94
70543,4,13.98,34.94
70543,99,5.24,29.7
331,1,2.38,5.94
331,2,2.38,5.94
331,3,2.38,5.94
331,4,2.38,5.94
331,99,0.89,5.05
70035,1,13.18,32.94
70035,2,13.18,32.94
70035,3,13.18,32.94
70035,4,13.18,32.94
68695,1,11.98,29.94
68695,2,11.98,29.94
68695,3,11.98,29.94
68695,4,11.98,29.94
69541,1,5.98,14.94
69541,2,5.98,14.94
69541,99,2.24,12.7
69541,3,5.98,14.94
69541,4,5.98,14.94
2143,1,7.98,19.94
2143,2,7.98,19.94
2143,3,7.98,19.94
2143,4,7.98,19.94
38909,1,3.58,8.94
38909,2,3.58,8.94
38909,3,3.58,8.94
38909,4,3.58,8.94
68679,1,11.98,29.94
68679,2,11.98,29.94
68679,3,11.98,29.94
68679,4,11.98,29.94
70043,1,3.98,9.94
70043,2,3.98,9.94
70043,3,3.98,9.94
70043,4,3.98,9.94
1809,1,6.78,16.94
1809,2,6.78,16.94
1809,3,6.78,16.94
1809,4,6.78,16.94
70309,1,14.78,36.94
70309,2,14.78,36.94
70309,3,14.78,36.94
70309,4,14.78,36.94
69199,1,9.18,22.94
69199,2,9.18,22.94
69199,3,9.18,22.94
69199,4,9.18,22.94
69199,99,3.44,19.5
70311,3,13.98,34.94
70311,4,13.98,34.94
72489,1,3.4,8.5
72489,2,3.4,8.5
72489,3,3.4,8.5
72489,4,3.4,8.5
72489,99,1.28,7.23
