PERIOD,PGM_GRP_ID_S,TGT_SELL_THRUT_RAT,MIN_SELL_THRU_RAT,MAX_SELL_THRU_RAT
3,70443,0.642,0.150,0.010
4,70443,0.696,0.100,0.010
99,70443,0.990,0.010,0.010
2,70457,0.729,0.150,0.010
3,70457,0.787,0.150,0.010
4,70457,0.872,0.100,0.010
99,70457,0.990,0.010,0.010
2,70459,0.895,0.150,0.010
3,70459,0.923,0.150,0.010
4,70459,0.989,0.100,0.010
99,70459,0.990,0.010,0.010
2,70461,0.476,0.150,0.010
3,70461,0.476,0.150,0.010
99,70461,0.990,0.010,0.010
2,70464,0.622,0.150,0.010
99,70464,0.990,0.010,0.010
2,70467,0.621,0.150,0.010
99,70467,0.990,0.010,0.010
2,70469,0.841,0.150,0.010
3,70469,0.878,0.150,0.010
4,70469,0.878,0.100,0.010
99,70469,0.990,0.010,0.010
2,70472,0.723,0.150,0.010
3,70472,0.723,0.150,0.010
99,70472,0.990,0.010,0.010
2,70473,0.648,0.150,0.010
3,70473,0.956,0.150,0.010
4,70473,0.987,0.100,0.010
99,70473,0.990,0.010,0.010
2,70474,0.907,0.150,0.010
99,70474,0.990,0.010,0.010
2,70476,0.689,0.150,0.010
3,70476,0.730,0.150,0.010
4,70476,0.990,0.100,0.010
99,70476,0.990,0.010,0.010
2,70479,0.658,0.150,0.010
3,70479,0.708,0.150,0.010
4,70479,0.774,0.100,0.010
99,70479,0.990,0.010,0.010
2,70482,0.644,0.150,0.010
3,70482,0.698,0.150,0.010
4,70482,0.823,0.100,0.010
99,70482,0.990,0.010,0.010
2,70486,0.756,0.150,0.010
3,70486,0.756,0.150,0.010
99,70486,0.990,0.010,0.010
2,70489,0.601,0.150,0.010
3,70489,0.642,0.150,0.010
4,70489,0.685,0.100,0.010
99,70489,0.990,0.010,0.010
2,70492,0.814,0.150,0.010
99,70492,0.990,0.010,0.010
2,70494,0.899,0.150,0.010
3,70494,0.899,0.150,0.010
99,70494,0.990,0.010,0.010
2,70495,0.780,0.150,0.010
3,70495,0.780,0.150,0.010
99,70495,0.990,0.010,0.010
2,70497,0.580,0.150,0.010
99,70497,0.990,0.010,0.010
2,70498,0.654,0.150,0.010
3,70498,0.686,0.150,0.010
4,70498,0.927,0.100,0.010
99,70498,0.990,0.010,0.010
2,70499,0.615,0.150,0.010
99,70499,0.990,0.010,0.010
2,70500,0.817,0.150,0.010
3,70500,0.859,0.150,0.010
4,70500,0.980,0.100,0.010
99,70500,0.990,0.010,0.010
2,70502,0.649,0.150,0.010
99,70502,0.990,0.010,0.010
2,70507,0.777,0.150,0.010
3,70507,0.792,0.150,0.010
4,70507,0.910,0.100,0.010
99,70507,0.990,0.010,0.010
2,70508,0.784,0.150,0.010
3,70508,0.793,0.150,0.010
4,70508,0.831,0.100,0.010
2,70513,0.484,0.150,0.010
3,70513,0.479,0.150,0.010
4,70513,0.498,0.100,0.010
99,70513,0.990,0.010,0.010
2,70514,0.596,0.150,0.010
99,70514,0.990,0.010,0.010
2,70515,0.629,0.150,0.010
3,70515,0.645,0.150,0.010
4,70515,0.696,0.100,0.010
99,70515,0.990,0.010,0.010
2,70516,0.481,0.150,0.010
3,70516,0.298,0.150,0.010
4,70516,0.324,0.100,0.010
99,70516,0.990,0.010,0.010
2,70524,0.518,0.150,0.010
3,70524,0.565,0.150,0.010
4,70524,0.624,0.100,0.010
99,70524,0.990,0.010,0.010
2,70527,0.873,0.150,0.010
3,70527,0.908,0.150,0.010
4,70527,0.908,0.100,0.010
99,70527,0.990,0.010,0.010
2,70532,0.580,0.214,0.010
99,70532,0.990,0.010,0.010
2,70533,0.696,0.150,0.010
3,70533,0.709,0.150,0.010
4,70533,0.751,0.100,0.010
99,70533,0.990,0.010,0.010
2,70534,0.605,0.150,0.010
3,70534,0.612,0.150,0.010
4,70534,0.681,0.100,0.010
99,70534,0.990,0.010,0.010
2,70536,0.540,0.150,0.010
3,70536,0.567,0.150,0.010
4,70536,0.597,0.100,0.010
99,70536,0.990,0.010,0.010
2,70537,0.618,0.150,0.010
3,70537,0.647,0.150,0.010
4,70537,0.679,0.100,0.010
99,70537,0.990,0.010,0.010
2,70538,0.671,0.150,0.010
3,70538,0.690,0.150,0.010
4,70538,0.815,0.100,0.010
2,70539,0.780,0.150,0.010
3,70539,0.852,0.150,0.010
4,70539,0.928,0.100,0.010
99,70539,0.990,0.010,0.010
2,70540,0.600,0.150,0.010
3,70540,0.638,0.150,0.010
4,70540,0.681,0.100,0.010
99,70540,0.990,0.010,0.010
2,70543,0.785,0.182,0.010
3,70543,0.805,0.171,0.010
4,70543,0.871,0.100,0.010
99,70543,0.990,0.010,0.010
2,70544,0.817,0.233,0.010
3,70544,0.822,0.182,0.010
4,70544,0.952,0.105,0.010
99,70544,0.990,0.010,0.010
2,70545,0.750,0.150,0.010
3,70545,0.784,0.153,0.010
4,70545,0.918,0.131,0.010
99,70545,0.990,0.010,0.010
2,70546,0.714,0.150,0.010
3,70546,0.749,0.150,0.010
4,70546,0.779,0.100,0.010
99,70546,0.990,0.010,0.010
2,70547,0.808,0.150,0.010
3,70547,0.850,0.150,0.010
4,70547,0.975,0.100,0.010
99,70547,0.990,0.010,0.010
2,70548,0.591,0.150,0.010
3,70548,0.629,0.150,0.010
4,70548,0.783,0.194,0.010
99,70548,0.990,0.010,0.010
2,70549,0.750,0.187,0.010
99,70549,0.990,0.010,0.010
2,70550,0.714,0.150,0.010
3,70550,0.739,0.150,0.010
4,70550,0.796,0.100,0.010
99,70550,0.990,0.010,0.010
2,70551,0.747,0.192,0.010
3,70551,0.765,0.150,0.010
4,70551,0.899,0.100,0.010
99,70551,0.990,0.010,0.010
2,70552,0.757,0.150,0.010
3,70552,0.761,0.150,0.010
4,70552,0.866,0.100,0.010
99,70552,0.990,0.010,0.010
2,70553,0.779,0.150,0.010
3,70553,0.798,0.150,0.010
4,70553,0.798,0.100,0.010
99,70553,0.990,0.010,0.010
2,70554,0.715,0.221,0.010
3,70554,0.702,0.154,0.010
4,70554,0.818,0.141,0.010
99,70554,0.990,0.010,0.010
2,70555,0.848,0.150,0.010
3,70555,0.879,0.150,0.010
4,70555,0.924,0.100,0.010
99,70555,0.990,0.010,0.010
2,70556,0.826,0.150,0.010
3,70556,0.835,0.150,0.010
4,70556,0.913,0.129,0.010
99,70556,0.990,0.010,0.010
2,70560,0.775,0.150,0.010
3,70560,0.779,0.150,0.010
4,70560,0.838,0.166,0.010
99,70560,0.990,0.010,0.010
2,70561,0.881,0.150,0.010
99,70561,0.990,0.010,0.010
2,70567,0.899,0.231,0.010
3,70567,0.904,0.192,0.010
4,70567,0.948,0.134,0.010
99,70567,0.990,0.010,0.010
2,70579,0.736,0.284,0.010
3,70579,0.742,0.288,0.010
4,70579,0.737,0.283,0.010
99,70579,0.990,0.010,0.010
2,70580,0.914,0.150,0.010
3,70580,0.867,0.150,0.010
4,70580,0.776,0.105,0.010
2,70583,0.861,0.531,0.010
3,70583,0.841,0.505,0.010
4,70583,0.909,0.573,0.010
99,70583,0.990,0.010,0.010
2,70587,0.727,0.402,0.010
3,70587,0.764,0.397,0.010
4,70587,0.780,0.413,0.010
99,70587,0.990,0.010,0.010
2,70591,0.667,0.150,0.010
99,70591,0.990,0.010,0.010
2,70602,0.703,0.150,0.010
3,70602,0.757,0.150,0.010
4,70602,0.811,0.100,0.010
99,70602,0.990,0.010,0.010
2,70606,0.862,0.150,0.010
99,70606,0.990,0.010,0.010
2,70607,0.746,0.150,0.010
3,70607,0.790,0.150,0.010
4,70607,0.835,0.100,0.010
99,70607,0.990,0.010,0.010
2,70608,0.624,0.150,0.010
3,70608,0.666,0.150,0.010
4,70608,0.715,0.100,0.010
99,70608,0.990,0.010,0.010
2,70609,0.744,0.150,0.010
99,70609,0.990,0.010,0.010
2,70610,0.601,0.150,0.010
3,70610,0.635,0.150,0.010
4,70610,0.675,0.100,0.010
99,70610,0.990,0.010,0.010
2,70611,0.591,0.150,0.010
3,70611,0.611,0.150,0.010
4,70611,0.782,0.100,0.010
99,70611,0.990,0.010,0.010
2,70619,0.484,0.150,0.010
3,70619,0.554,0.150,0.010
4,70619,0.687,0.100,0.010
99,70619,0.990,0.010,0.010
2,70620,0.651,0.150,0.010
99,70620,0.990,0.010,0.010
2,70621,0.527,0.150,0.010
99,70621,0.990,0.010,0.010
2,70622,0.686,0.150,0.010
3,70622,0.730,0.150,0.010
4,70622,0.775,0.100,0.010
99,70622,0.990,0.010,0.010
2,70624,0.772,0.150,0.010
3,70624,0.833,0.150,0.010
4,70624,0.833,0.100,0.010
99,70624,0.990,0.010,0.010
2,70625,0.503,0.150,0.010
3,70625,0.548,0.150,0.010
4,70625,0.601,0.100,0.010
99,70625,0.990,0.010,0.010
2,70626,0.640,0.150,0.010
3,70626,0.685,0.150,0.010
4,70626,0.685,0.100,0.010
99,70626,0.990,0.010,0.010
2,70627,0.815,0.150,0.010
3,70627,0.815,0.150,0.010
99,70627,0.990,0.010,0.010
2,70631,0.526,0.150,0.010
99,70631,0.990,0.010,0.010
2,70633,0.331,0.150,0.010
3,70633,0.366,0.150,0.010
4,70633,0.841,0.100,0.010
2,70636,0.639,0.150,0.010
3,70636,0.699,0.150,0.010
4,70636,0.777,0.100,0.010
99,70636,0.990,0.010,0.010
2,70637,0.679,0.150,0.010
3,70637,0.730,0.150,0.010
4,70637,0.795,0.100,0.010
99,70637,0.990,0.010,0.010
2,70640,0.744,0.150,0.010
3,70640,0.798,0.150,0.010
4,70640,0.865,0.100,0.010
99,70640,0.990,0.010,0.010
2,70641,0.755,0.150,0.010
3,70641,0.817,0.150,0.010
4,70641,0.817,0.100,0.010
99,70641,0.990,0.010,0.010
2,70644,0.810,0.150,0.010
3,70644,0.849,0.150,0.010
4,70644,0.948,0.100,0.010
99,70644,0.990,0.010,0.010
2,70645,0.658,0.150,0.010
3,70645,0.710,0.150,0.010
4,70645,0.751,0.100,0.010
99,70645,0.990,0.010,0.010
2,70647,0.743,0.150,0.010
99,70647,0.990,0.010,0.010
2,70649,0.602,0.150,0.010
99,70649,0.990,0.010,0.010
2,70650,0.777,0.150,0.010
3,70650,0.777,0.150,0.010
99,70650,0.990,0.010,0.010
2,70653,0.704,0.150,0.010
99,70653,0.990,0.010,0.010
2,70657,0.758,0.150,0.010
3,70657,0.811,0.150,0.010
4,70657,0.876,0.100,0.010
99,70657,0.990,0.010,0.010
2,70658,0.811,0.150,0.010
3,70658,0.850,0.150,0.010
4,70658,0.973,0.100,0.010
99,70658,0.990,0.010,0.010
2,70660,0.738,0.150,0.010
3,70660,0.786,0.150,0.010
4,70660,0.832,0.100,0.010
99,70660,0.990,0.010,0.010
2,70662,0.388,0.150,0.010
3,70662,0.440,0.150,0.010
4,70662,0.803,0.100,0.010
99,70662,0.990,0.010,0.010
2,70667,0.602,0.150,0.010
3,70667,0.634,0.150,0.010
4,70667,0.634,0.100,0.010
99,70667,0.990,0.010,0.010
2,70668,0.702,0.150,0.010
3,70668,0.738,0.150,0.010
4,70668,0.883,0.100,0.010
99,70668,0.990,0.010,0.010
2,70670,0.758,0.150,0.010
3,70670,0.824,0.150,0.010
4,70670,0.938,0.100,0.010
99,70670,0.990,0.010,0.010
2,70671,0.314,0.150,0.010
3,70671,0.350,0.150,0.010
4,70671,0.808,0.100,0.010
99,70671,0.990,0.010,0.010
2,70672,0.584,0.150,0.010
3,70672,0.614,0.150,0.010
4,70672,0.706,0.100,0.010
99,70672,0.990,0.010,0.010
2,70674,0.860,0.150,0.010
3,70674,0.860,0.150,0.010
99,70674,0.990,0.010,0.010
2,70678,0.539,0.150,0.010
99,70678,0.990,0.010,0.010
2,70679,0.841,0.150,0.010
3,70679,0.876,0.150,0.010
4,70679,0.876,0.100,0.010
99,70679,0.990,0.010,0.010
2,70680,0.764,0.150,0.010
99,70680,0.990,0.010,0.010
2,70681,0.754,0.150,0.010
3,70681,0.820,0.150,0.010
4,70681,0.820,0.100,0.010
99,70681,0.990,0.010,0.010
2,70683,0.484,0.150,0.010
99,70683,0.990,0.010,0.010
2,70685,0.897,0.150,0.010
3,70685,0.897,0.150,0.010
99,70685,0.990,0.010,0.010
2,70688,0.483,0.150,0.010
3,70688,0.528,0.150,0.010
4,70688,0.534,0.100,0.010
99,70688,0.990,0.010,0.010
2,70689,0.586,0.150,0.010
3,70689,0.743,0.150,0.010
4,70689,0.743,0.100,0.010
99,70689,0.990,0.010,0.010
2,70691,0.678,0.150,0.010
3,70691,0.726,0.150,0.010
4,70691,0.790,0.100,0.010
99,70691,0.990,0.010,0.010
2,70692,0.624,0.150,0.010
3,70692,0.678,0.150,0.010
4,70692,0.734,0.100,0.010
99,70692,0.990,0.010,0.010
2,70695,0.729,0.150,0.010
3,70695,0.777,0.150,0.010
4,70695,0.825,0.100,0.010
99,70695,0.990,0.010,0.010
2,70697,0.668,0.150,0.010
99,70697,0.990,0.010,0.010
2,70698,0.539,0.150,0.010
99,70698,0.990,0.010,0.010
2,70702,0.540,0.150,0.010
3,70702,0.830,0.150,0.010
4,70702,0.856,0.100,0.010
99,70702,0.990,0.010,0.010
2,70703,0.786,0.150,0.010
3,70703,0.786,0.150,0.010
99,70703,0.990,0.010,0.010
2,70704,0.570,0.150,0.010
3,70704,0.570,0.150,0.010
99,70704,0.990,0.010,0.010
2,70710,0.560,0.150,0.010
3,70710,0.576,0.150,0.010
4,70710,0.758,0.100,0.010
99,70710,0.990,0.010,0.010
2,70712,0.692,0.150,0.010
3,70712,0.739,0.150,0.010
4,70712,0.798,0.100,0.010
99,70712,0.990,0.010,0.010
2,70713,0.494,0.150,0.010
99,70713,0.990,0.010,0.010
2,70715,0.552,0.150,0.010
99,70715,0.990,0.010,0.010
2,70717,0.509,0.150,0.010
3,70717,0.580,0.150,0.010
4,70717,0.681,0.100,0.010
99,70717,0.990,0.010,0.010
2,70718,0.768,0.150,0.010
3,70718,0.880,0.150,0.010
4,70718,0.880,0.100,0.010
99,70718,0.990,0.010,0.010
2,70720,0.723,0.150,0.010
99,70720,0.990,0.010,0.010
2,70721,0.539,0.150,0.010
3,70721,0.405,0.150,0.010
4,70721,0.431,0.100,0.010
99,70721,0.990,0.010,0.010
2,70723,0.509,0.150,0.010
99,70723,0.990,0.010,0.010
2,70726,0.688,0.150,0.010
3,70726,0.732,0.150,0.010
4,70726,0.778,0.100,0.010
99,70726,0.990,0.010,0.010
2,70729,0.682,0.150,0.010
99,70729,0.990,0.010,0.010
2,70737,0.774,0.150,0.010
99,70737,0.990,0.010,0.010
2,70738,0.714,0.150,0.010
3,70738,0.756,0.150,0.010
4,70738,0.800,0.100,0.010
99,70738,0.990,0.010,0.010
2,70741,0.769,0.150,0.010
3,70741,0.842,0.150,0.010
4,70741,0.842,0.100,0.010
99,70741,0.990,0.010,0.010
2,70743,0.727,0.150,0.010
3,70743,0.727,0.150,0.010
99,70743,0.990,0.010,0.010
2,70748,0.539,0.150,0.010
99,70748,0.990,0.010,0.010
2,70749,0.504,0.150,0.010
99,70749,0.990,0.010,0.010
2,70754,0.824,0.150,0.010
3,70754,0.886,0.150,0.010
4,70754,0.886,0.100,0.010
99,70754,0.990,0.010,0.010
2,70755,0.999,0.150,0.010
3,70755,1.000,0.150,0.010
4,70755,1.000,0.100,0.010
99,70755,0.990,0.010,0.010
2,70756,0.721,0.150,0.010
3,70756,0.767,0.150,0.010
4,70756,0.817,0.100,0.010
99,70756,0.990,0.010,0.010
2,70757,0.708,0.150,0.010
3,70757,0.767,0.150,0.010
4,70757,0.767,0.100,0.010
99,70757,0.990,0.010,0.010
2,70760,0.720,0.150,0.010
99,70760,0.990,0.010,0.010
2,70764,0.853,0.150,0.010
99,70764,0.990,0.010,0.010
2,70766,0.423,0.150,0.010
3,70766,0.824,0.150,0.010
4,70766,0.851,0.100,0.010
99,70766,0.990,0.010,0.010
2,70767,0.582,0.150,0.010
3,70767,0.658,0.150,0.010
4,70767,0.796,0.100,0.010
99,70767,0.990,0.010,0.010
2,70769,0.750,0.150,0.010
3,70769,0.769,0.150,0.010
4,70769,0.884,0.100,0.010
99,70769,0.990,0.010,0.010
2,70770,0.669,0.150,0.010
99,70770,0.990,0.010,0.010
4,70772,0.559,0.100,0.010
2,70775,0.903,0.150,0.010
3,70775,0.882,0.150,0.010
4,70775,0.999,0.100,0.010
99,70775,0.990,0.010,0.010
2,70777,0.741,0.150,0.010
3,70777,0.999,0.150,0.010
4,70777,1.000,0.100,0.010
99,70777,0.990,0.010,0.010
2,70778,0.711,0.150,0.010
3,70778,0.780,0.150,0.010
4,70778,0.998,0.100,0.010
99,70778,0.990,0.010,0.010
2,70782,0.881,0.150,0.010
3,70782,0.905,0.150,0.010
4,70782,0.928,0.100,0.010
99,70782,0.990,0.010,0.010
2,70783,0.773,0.150,0.010
3,70783,0.830,0.150,0.010
4,70783,0.898,0.100,0.010
99,70783,0.990,0.010,0.010
2,70784,0.737,0.150,0.010
99,70784,0.990,0.010,0.010
2,70786,0.564,0.150,0.010
3,70786,0.642,0.150,0.010
4,70786,0.752,0.100,0.010
99,70786,0.990,0.010,0.010
2,70787,0.777,0.150,0.010
3,70787,0.777,0.150,0.010
99,70787,0.990,0.010,0.010
2,70789,0.584,0.150,0.010
3,70789,0.665,0.150,0.010
4,70789,0.780,0.100,0.010
99,70789,0.990,0.010,0.010
2,70792,0.737,0.150,0.010
3,70792,0.790,0.150,0.010
4,70792,0.842,0.100,0.010
99,70792,0.990,0.010,0.010
2,70794,0.726,0.150,0.010
3,70794,0.768,0.150,0.010
4,70794,0.813,0.100,0.010
99,70794,0.990,0.010,0.010
2,70796,0.501,0.150,0.010
3,70796,0.543,0.150,0.010
4,70796,0.846,0.100,0.010
99,70796,0.990,0.010,0.010
2,70800,0.798,0.150,0.010
3,70800,0.798,0.150,0.010
99,70800,0.990,0.010,0.010
2,70801,0.598,0.150,0.010
99,70801,0.990,0.010,0.010
2,70803,0.674,0.150,0.010
3,70803,0.688,0.150,0.010
4,70803,0.883,0.100,0.010
2,70804,0.849,0.288,0.010
3,70804,0.864,0.269,0.010
4,70804,0.927,0.100,0.010
99,70804,0.990,0.010,0.010
2,70805,0.776,0.150,0.010
3,70805,0.790,0.150,0.010
4,70805,0.877,0.100,0.010
2,70806,0.694,0.150,0.010
99,70806,0.990,0.010,0.010
2,70807,0.748,0.198,0.010
3,70807,0.657,0.150,0.010
4,70807,0.881,0.100,0.010
99,70807,0.990,0.010,0.010
2,70809,0.655,0.150,0.010
99,70809,0.990,0.010,0.010
2,70810,0.665,0.150,0.010
3,70810,0.727,0.150,0.010
4,70810,0.768,0.100,0.010
99,70810,0.990,0.010,0.010
2,70812,0.632,0.150,0.010
3,70812,0.637,0.150,0.010
4,70812,0.712,0.160,0.010
99,70812,0.990,0.010,0.010
2,70813,0.573,0.150,0.010
3,70813,0.519,0.150,0.010
4,70813,0.579,0.100,0.010
99,70813,0.990,0.010,0.010
2,70814,0.704,0.150,0.010
3,70814,0.704,0.150,0.010
99,70814,0.990,0.010,0.010
2,70816,0.862,0.328,0.010
3,70816,0.887,0.308,0.010
4,70816,0.930,0.167,0.010
99,70816,0.990,0.010,0.010
2,70817,0.710,0.160,0.010
3,70817,0.731,0.181,0.010
4,70817,0.912,0.100,0.010
99,70817,0.990,0.010,0.010
2,70818,0.631,0.150,0.010
3,70818,0.717,0.150,0.010
4,70818,0.821,0.196,0.010
99,70818,0.990,0.010,0.010
2,70819,0.710,0.200,0.010
99,70819,0.990,0.010,0.010
2,70828,0.700,0.150,0.010
3,70828,0.754,0.150,0.010
4,70828,0.816,0.100,0.010
99,70828,0.990,0.010,0.010
2,70839,0.914,0.150,0.010
2,70847,0.648,0.366,0.010
3,70847,0.715,0.514,0.010
4,70847,0.805,0.599,0.010
99,70847,0.990,0.010,0.010
2,70848,0.465,0.150,0.010
3,70848,0.632,0.150,0.010
4,70848,0.840,0.100,0.010
99,70848,0.990,0.010,0.010
2,70849,0.607,0.317,0.010
3,70849,0.630,0.342,0.010
4,70849,0.690,0.456,0.010
99,70849,0.990,0.010,0.010
2,70851,0.679,0.150,0.010
3,70851,0.211,0.150,0.010
4,70851,0.224,0.100,0.010
99,70851,0.990,0.010,0.010
2,70853,0.580,0.150,0.010
3,70853,0.599,0.150,0.010
4,70853,0.737,0.100,0.010
2,70854,0.584,0.271,0.010
3,70854,0.578,0.269,0.010
4,70854,0.638,0.291,0.010
99,70854,0.990,0.010,0.010
2,70855,0.779,0.185,0.010
3,70855,0.798,0.157,0.010
4,70855,0.856,0.166,0.010
99,70855,0.990,0.010,0.010
2,70856,0.675,0.242,0.010
3,70856,0.707,0.198,0.010
4,70856,0.746,0.167,0.010
99,70856,0.990,0.010,0.010
2,70858,0.670,0.150,0.010
3,70858,0.746,0.150,0.010
4,70858,0.757,0.100,0.010
2,70871,0.866,0.150,0.010
3,70871,0.903,0.150,0.010
4,70871,0.963,0.100,0.010
99,70871,0.990,0.010,0.010
2,70883,0.563,0.201,0.010
3,70883,0.651,0.150,0.010
4,70883,0.733,0.108,0.010
99,70883,0.990,0.010,0.010
2,70898,0.727,0.236,0.010
3,70898,0.807,0.150,0.010
4,70898,0.653,0.125,0.010
99,70898,0.990,0.010,0.010
2,70899,0.752,0.150,0.010
3,70899,0.731,0.150,0.010
4,70899,0.778,0.100,0.010
99,70899,0.990,0.010,0.010
2,70902,0.786,0.162,0.010
3,70902,0.803,0.156,0.010
4,70902,0.832,0.100,0.010
99,70902,0.990,0.010,0.010
2,70915,0.469,0.150,0.010
3,70915,0.483,0.150,0.010
4,70915,0.690,0.100,0.010
99,70915,0.990,0.010,0.010
2,70916,0.740,0.150,0.010
3,70916,0.846,0.150,0.010
4,70916,0.846,0.100,0.010
99,70916,0.990,0.010,0.010
2,70917,0.754,0.150,0.010
99,70917,0.990,0.010,0.010
2,70919,0.481,0.150,0.010
3,70919,0.516,0.150,0.010
4,70919,0.552,0.100,0.010
99,70919,0.990,0.010,0.010
2,70920,0.599,0.150,0.010
3,70920,0.623,0.150,0.010
4,70920,0.677,0.115,0.010
99,70920,0.990,0.010,0.010
2,70921,0.712,0.150,0.010
3,70921,0.766,0.150,0.010
4,70921,0.766,0.100,0.010
99,70921,0.990,0.010,0.010
2,70923,0.641,0.150,0.010
3,70923,0.611,0.150,0.010
4,70923,0.694,0.100,0.010
99,70923,0.990,0.010,0.010
2,70924,0.722,0.150,0.010
3,70924,0.820,0.150,0.010
4,70924,0.820,0.100,0.010
99,70924,0.990,0.010,0.010
2,70926,0.728,0.150,0.010
3,70926,0.744,0.150,0.010
4,70926,0.789,0.100,0.010
99,70926,0.990,0.010,0.010
2,70929,0.618,0.150,0.010
99,70929,0.990,0.010,0.010
2,70930,0.564,0.150,0.010
3,70930,0.604,0.150,0.010
4,70930,0.661,0.100,0.010
99,70930,0.990,0.010,0.010
2,70936,0.760,0.150,0.010
3,70936,0.815,0.150,0.010
4,70936,0.882,0.100,0.010
99,70936,0.990,0.010,0.010
2,70938,0.502,0.150,0.010
3,70938,0.588,0.150,0.010
4,70938,0.677,0.100,0.010
99,70938,0.990,0.010,0.010
2,70941,0.535,0.150,0.010
3,70941,0.671,0.150,0.010
4,70941,0.849,0.100,0.010
99,70941,0.990,0.010,0.010
2,70942,0.704,0.150,0.010
3,70942,0.785,0.150,0.010
4,70942,0.785,0.100,0.010
99,70942,0.990,0.010,0.010
2,70943,0.418,0.150,0.010
3,70943,0.470,0.150,0.010
4,70943,0.682,0.100,0.010
2,70946,0.337,0.150,0.010
99,70946,0.990,0.010,0.010
2,70947,0.642,0.191,0.010
3,70947,0.693,0.199,0.010
4,70947,0.744,0.203,0.010
99,70947,0.990,0.010,0.010
2,70953,0.680,0.150,0.010
99,70953,0.990,0.010,0.010
2,70954,0.887,0.150,0.010
99,70954,0.990,0.010,0.010
2,70955,0.762,0.150,0.010
3,70955,0.806,0.150,0.010
4,70955,0.853,0.100,0.010
99,70955,0.990,0.010,0.010
2,70956,0.709,0.150,0.010
99,70956,0.990,0.010,0.010
2,70962,0.698,0.150,0.010
3,70962,0.802,0.150,0.010
4,70962,0.802,0.100,0.010
99,70962,0.990,0.010,0.010
2,70966,0.724,0.150,0.010
3,70966,0.724,0.150,0.010
99,70966,0.990,0.010,0.010
2,70968,0.750,0.150,0.010
3,70968,0.838,0.150,0.010
4,70968,0.838,0.100,0.010
99,70968,0.990,0.010,0.010
2,70969,0.639,0.150,0.010
3,70969,0.690,0.150,0.010
4,70969,0.770,0.100,0.010
99,70969,0.990,0.010,0.010
2,70974,0.412,0.150,0.010
3,70974,0.451,0.150,0.010
4,70974,0.494,0.122,0.010
99,70974,0.990,0.010,0.010
2,70977,0.776,0.150,0.010
3,70977,0.695,0.150,0.010
4,70977,0.904,0.100,0.010
99,70977,0.990,0.010,0.010
2,70979,0.787,0.150,0.010
3,70979,0.787,0.150,0.010
99,70979,0.990,0.010,0.010
2,70980,0.750,0.150,0.010
3,70980,0.793,0.150,0.010
4,70980,0.839,0.100,0.010
99,70980,0.990,0.010,0.010
2,70981,0.615,0.150,0.010
3,70981,0.615,0.150,0.010
99,70981,0.990,0.010,0.010
2,70982,0.931,0.150,0.010
3,70982,0.967,0.150,0.010
4,70982,0.989,0.100,0.010
99,70982,0.990,0.010,0.010
2,70984,0.652,0.150,0.010
99,70984,0.990,0.010,0.010
2,70985,0.615,0.150,0.010
99,70985,0.990,0.010,0.010
2,70986,0.563,0.150,0.010
3,70986,0.667,0.150,0.010
4,70986,0.757,0.100,0.010
99,70986,0.990,0.010,0.010
2,70987,0.597,0.150,0.010
3,70987,0.537,0.150,0.010
4,70987,0.634,0.100,0.010
99,70987,0.990,0.010,0.010
2,70988,0.218,0.150,0.010
3,70988,0.216,0.150,0.010
4,70988,0.247,0.100,0.010
99,70988,0.990,0.010,0.010
2,70989,0.403,0.150,0.010
3,70989,0.428,0.150,0.010
4,70989,0.238,0.100,0.010
99,70989,0.990,0.010,0.010
2,70990,0.333,0.150,0.010
3,70990,0.370,0.150,0.010
4,70990,0.415,0.100,0.010
99,70990,0.990,0.010,0.010
2,70991,0.619,0.150,0.010
3,70991,0.654,0.150,0.010
4,70991,0.693,0.100,0.010
99,70991,0.990,0.010,0.010
2,70993,0.629,0.150,0.010
3,70993,0.646,0.150,0.010
4,70993,0.671,0.100,0.010
99,70993,0.990,0.010,0.010
2,70998,0.444,0.150,0.010
99,70998,0.990,0.010,0.010
2,71000,0.557,0.150,0.010
99,71000,0.990,0.010,0.010
2,71003,0.624,0.150,0.010
3,71003,0.668,0.150,0.010
4,71003,0.707,0.100,0.010
99,71003,0.990,0.010,0.010
2,71005,0.630,0.150,0.010
3,71005,0.696,0.150,0.010
4,71005,0.696,0.100,0.010
99,71005,0.990,0.010,0.010
2,71006,0.612,0.150,0.010
3,71006,0.648,0.150,0.010
4,71006,0.686,0.100,0.010
99,71006,0.990,0.010,0.010
2,71007,0.659,0.150,0.010
99,71007,0.990,0.010,0.010
2,71010,0.536,0.150,0.010
3,71010,0.557,0.150,0.010
4,71010,0.604,0.100,0.010
99,71010,0.990,0.010,0.010
2,71011,0.602,0.150,0.010
3,71011,0.675,0.150,0.010
4,71011,0.750,0.100,0.010
99,71011,0.990,0.010,0.010
2,71012,0.697,0.150,0.010
3,71012,0.697,0.150,0.010
99,71012,0.990,0.010,0.010
2,71016,0.640,0.150,0.010
99,71016,0.990,0.010,0.010
2,71017,0.795,0.150,0.010
3,71017,0.898,0.150,0.010
4,71017,0.898,0.100,0.010
99,71017,0.990,0.010,0.010
2,71018,0.591,0.150,0.010
3,71018,0.640,0.150,0.010
4,71018,0.690,0.100,0.010
99,71018,0.990,0.010,0.010
2,71019,0.387,0.150,0.010
3,71019,0.327,0.150,0.010
4,71019,0.350,0.100,0.010
99,71019,0.990,0.010,0.010
