PERIOD,PGM_GRP_ID_S,TGT_SELL_THRUT_RAT,MIN_SELL_THRU_RAT,MAX_SELL_THRU_RAT
4,72540,0.754,0.100,0.010
99,72540,0.990,0.010,0.010
2,72541,0.560,0.170,0.010
3,72541,0.627,0.199,0.010
4,72541,0.689,0.217,0.010
99,72541,0.990,0.010,0.010
2,72542,0.562,0.150,0.010
3,72542,0.595,0.150,0.010
4,72542,0.630,0.100,0.010
99,72542,0.990,0.010,0.010
2,72543,0.894,0.150,0.010
99,72543,0.990,0.010,0.010
2,72544,0.717,0.150,0.010
2,72551,0.331,0.150,0.010
3,72551,0.365,0.150,0.010
4,72551,0.405,0.100,0.010
99,72551,0.990,0.010,0.010
2,72555,0.364,0.150,0.010
3,72555,0.399,0.150,0.010
4,72555,0.440,0.109,0.010
99,72555,0.990,0.010,0.010
2,72557,0.567,0.150,0.010
3,72557,0.603,0.150,0.010
4,72557,0.642,0.100,0.010
99,72557,0.990,0.010,0.010
2,72558,0.661,0.150,0.010
3,72558,0.719,0.150,0.010
4,72558,0.767,0.100,0.010
99,72558,0.990,0.010,0.010
2,72559,0.757,0.150,0.010
3,72559,0.757,0.150,0.010
99,72559,0.990,0.010,0.010
2,72560,0.793,0.150,0.010
99,72560,0.990,0.010,0.010
2,72561,0.684,0.150,0.010
99,72561,0.990,0.010,0.010
2,72563,0.763,0.150,0.010
99,72563,0.990,0.010,0.010
2,72564,0.756,0.150,0.010
99,72564,0.990,0.010,0.010
2,72566,0.644,0.150,0.010
3,72566,0.727,0.150,0.010
4,72566,0.797,0.100,0.010
99,72566,0.990,0.010,0.010
2,72567,0.397,0.150,0.010
3,72567,0.454,0.150,0.010
4,72567,0.504,0.100,0.010
99,72567,0.990,0.010,0.010
2,72571,0.464,0.150,0.010
3,72571,0.519,0.150,0.010
4,72571,0.565,0.100,0.010
99,72571,0.990,0.010,0.010
2,72572,0.584,0.150,0.010
3,72572,0.660,0.150,0.010
4,72572,0.724,0.100,0.010
99,72572,0.990,0.010,0.010
2,72573,0.624,0.150,0.010
3,72573,0.706,0.150,0.010
4,72573,0.772,0.100,0.010
99,72573,0.990,0.010,0.010
2,72574,0.694,0.150,0.010
99,72574,0.990,0.010,0.010
2,72583,0.711,0.150,0.010
3,72583,0.677,0.150,0.010
4,72583,0.776,0.100,0.010
99,72583,0.990,0.010,0.010
2,72585,0.631,0.180,0.010
3,72585,0.548,0.150,0.010
4,72585,0.582,0.100,0.010
99,72585,0.990,0.010,0.010
2,72586,0.821,0.343,0.010
3,72586,0.830,0.349,0.010
4,72586,0.868,0.312,0.010
99,72586,0.990,0.010,0.010
2,72747,0.758,0.150,0.010
3,72747,0.832,0.150,0.010
4,72747,0.832,0.100,0.010
99,72747,0.990,0.010,0.010
2,72748,0.778,0.150,0.010
3,72748,0.906,0.150,0.010
4,72748,0.906,0.100,0.010
99,72748,0.990,0.010,0.010
2,72749,0.924,0.150,0.010
3,72749,0.960,0.150,0.010
4,72749,0.960,0.100,0.010
99,72749,0.990,0.010,0.010
2,72750,0.402,0.150,0.010
3,72750,0.414,0.150,0.010
4,72750,0.806,0.100,0.010
2,72752,0.760,0.150,0.010
3,72752,0.799,0.150,0.010
4,72752,0.799,0.100,0.010
99,72752,0.990,0.010,0.010
2,72756,0.538,0.150,0.010
3,72756,0.551,0.150,0.010
4,72756,0.689,0.100,0.010
99,72756,0.990,0.010,0.010
2,72757,0.548,0.150,0.010
3,72757,0.611,0.150,0.010
4,72757,0.654,0.100,0.010
99,72757,0.990,0.010,0.010
2,72759,0.760,0.150,0.010
3,72759,0.804,0.150,0.010
4,72759,0.835,0.100,0.010
99,72759,0.990,0.010,0.010
2,72760,0.662,0.150,0.010
99,72760,0.990,0.010,0.010
2,72766,0.700,0.150,0.010
99,72766,0.990,0.010,0.010
2,72839,0.535,0.197,0.010
3,72839,0.621,0.252,0.010
4,72839,0.657,0.261,0.010
99,72839,0.990,0.010,0.010
2,72840,0.757,0.477,0.010
3,72840,0.767,0.150,0.010
4,72840,0.971,0.100,0.010
99,72840,0.990,0.010,0.010
2,72841,0.908,0.283,0.010
3,72841,0.923,0.238,0.010
4,72841,0.926,0.174,0.010
99,72841,0.990,0.010,0.010
2,72843,0.741,0.150,0.010
3,72843,0.681,0.150,0.010
4,72843,0.751,0.100,0.010
99,72843,0.990,0.010,0.010
2,72849,0.516,0.150,0.010
3,72849,0.324,0.150,0.010
4,72849,0.352,0.100,0.010
99,72849,0.990,0.010,0.010
2,72850,0.760,0.150,0.010
3,72850,0.735,0.150,0.010
4,72850,0.836,0.100,0.010
99,72850,0.990,0.010,0.010
2,72851,0.621,0.194,0.010
3,72851,0.498,0.150,0.010
4,72851,0.551,0.100,0.010
99,72851,0.990,0.010,0.010
2,72855,0.569,0.234,0.010
3,72855,0.591,0.223,0.010
4,72855,0.695,0.250,0.010
99,72855,0.990,0.010,0.010
2,72856,0.643,0.150,0.010
3,72856,0.665,0.150,0.010
4,72856,0.791,0.107,0.010
99,72856,0.990,0.010,0.010
2,72857,0.713,0.290,0.010
3,72857,0.774,0.316,0.010
4,72857,0.774,0.316,0.010
99,72857,0.990,0.010,0.010
2,72858,0.588,0.150,0.010
3,72858,0.628,0.150,0.010
4,72858,0.820,0.206,0.010
99,72858,0.990,0.010,0.010
2,72861,0.761,0.367,0.010
3,72861,0.775,0.381,0.010
4,72861,0.874,0.444,0.010
99,72861,0.990,0.010,0.010
2,72862,0.415,0.150,0.010
3,72862,0.449,0.159,0.010
4,72862,0.661,0.340,0.010
99,72862,0.990,0.010,0.010
2,72865,0.551,0.150,0.010
3,72865,0.651,0.150,0.010
4,72865,0.982,0.100,0.010
99,72865,0.990,0.010,0.010
2,72867,0.701,0.150,0.010
3,72867,0.842,0.150,0.010
4,72867,0.875,0.100,0.010
99,72867,0.990,0.010,0.010
2,188199,0.545,0.150,0.010
2,188351,0.708,0.150,0.010
2,193022,0.511,0.150,0.010
3,193022,0.545,0.150,0.010
4,193022,0.785,0.100,0.010
99,193022,0.990,0.010,0.010
2,5000063,0.685,0.150,0.010
3,5000063,0.687,0.150,0.010
4,5000063,0.822,0.242,0.010
99,5000063,0.990,0.010,0.010
2,5000068,0.813,0.288,0.010
3,5000068,0.793,0.221,0.010
4,5000068,0.928,0.223,0.010
99,5000068,0.990,0.010,0.010
2,5000069,0.796,0.150,0.010
3,5000069,0.820,0.150,0.010
4,5000069,0.921,0.100,0.010
2,5000070,0.814,0.201,0.010
3,5000070,0.836,0.150,0.010
4,5000070,0.889,0.100,0.010
